E	N	D	T	Resistivity	S
811327	2195348	62	27.49	1.8968	2371.72724
811327	2195348	64	27.48	2.0698	2148.249577
811327	2195348	66	27.47	2.0698	2148.724351
811327	2195348	68	27.46	2.0698	2149.199336
811327	2195348	70	27.45	2.0698	2149.67453
811327	2195348	72	27.44	2.2303	1975.199206
811327	2195348	74	27.43	2.2303	1975.636122
811327	2195348	76	27.42	2.2303	1976.073231
811327	2195348	78	27.41	2.2303	1976.510534
811327	2195348	80	27.4	2.2303	1976.94803
811327	2195348	82	27.39	1.9402	2316.650218
811327	2195348	84	27.38	1.9402	2317.163231
811327	2195348	86	27.37	1.9402	2317.676471
811327	2195348	88	27.36	1.9402	2318.189938
811327	2195348	90	27.35	1.9402	2318.703632
811326	2195347	0	27.8	0.16134	38754.97505
811326	2195347	2	27.79	0.16134	38763.47996
811326	2195347	4	27.78	0.16134	38771.9886
811326	2195347	6	27.77	0.16134	38780.50098
811326	2195347	8	27.76	0.16134	38789.0171
811326	2195347	10	27.75	0.40063	13801.90112
811326	2195347	12	27.74	0.40063	13804.93332
811326	2195347	14	27.73	0.40063	13807.96686
811326	2195347	16	27.72	0.40063	13811.00172
811326	2195347	18	27.71	0.82662	6065.454144
811326	2195347	20	27.7	0.82662	6066.787862
811326	2195347	22	27.69	0.82662	6068.122167
811326	2195347	24	27.68	0.82662	6069.457059
811326	2195347	26	27.67	0.82662	6070.792539
811326	2195347	28	27.66	1.2177	3909.898738
811326	2195347	30	27.65	1.2177	3910.759422
811326	2195347	32	27.64	1.2177	3911.620486
811326	2195347	34	27.63	1.2177	3912.481929
811326	2195347	36	27.62	1.5057	3074.520405
811326	2195347	38	27.61	1.5057	3075.197795
811326	2195347	40	27.6	1.5057	3075.875483
811326	2195347	42	27.59	1.5057	3076.55347
811326	2195347	44	27.58	1.5057	3077.231755
811326	2195347	46	27.57	1.7148	2655.093384
811326	2195347	48	27.56	1.7148	2655.679009
811326	2195347	50	27.55	1.7148	2656.264892
811326	2195347	52	27.54	1.7148	2656.851034
811326	2195347	54	27.53	1.8968	2369.63336
811326	2195347	56	27.52	1.8968	2370.156483
811326	2195347	58	27.51	1.8968	2370.679838
811326	2195347	60	27.5	1.8968	2371.203423
811326	2195347	62	27.49	1.8968	2371.72724
811326	2195347	64	27.48	2.0698	2148.249577
811326	2195347	66	27.47	2.0698	2148.724351
811326	2195347	68	27.46	2.0698	2149.199336
811326	2195347	70	27.45	2.0698	2149.67453
811326	2195347	72	27.44	2.2303	1975.199206
811326	2195347	74	27.43	2.2303	1975.636122
811326	2195347	76	27.42	2.2303	1976.073231
811326	2195347	78	27.41	2.2303	1976.510534
811326	2195347	80	27.4	2.2303	1976.94803
811326	2195347	82	27.39	1.9402	2316.650218
811326	2195347	84	27.38	2.5084	1730.592962
811326	2195347	86	27.37	2.5084	1730.976279
811326	2195347	88	27.36	2.5084	1731.359766
811326	2195347	90	27.35	2.5084	1731.743424
811325	2195345	2	27.79	0.31089	18395.55401
811325	2195345	4	27.78	0.31089	18399.59187
811325	2195345	6	27.77	0.31089	18403.63149
811325	2195345	8	27.76	0.31089	18407.67289
811325	2195345	10	27.75	0.71343	7164.026878
811325	2195345	12	27.74	0.71343	7165.600774
811325	2195345	14	27.73	0.71343	7167.175363
811325	2195345	16	27.72	0.71343	7168.750643
811325	2195345	18	27.71	1.2877	3665.247774
811325	2195345	20	27.7	1.2877	3666.053716
811325	2195345	22	27.69	1.2877	3666.860013
811325	2195345	24	27.68	1.2877	3667.666665
811325	2195345	26	27.67	1.2877	3668.473672
811325	2195345	28	27.66	1.6791	2713.94838
811325	2195345	30	27.65	1.6791	2714.5458
811325	2195345	32	27.64	1.6791	2715.143484
811325	2195345	34	27.63	1.6791	2715.741431
811325	2195345	36	27.62	1.8923	2371.327512
811325	2195345	38	27.61	1.8923	2371.849972
811325	2195345	40	27.6	1.8923	2372.372661
811325	2195345	42	27.59	1.8923	2372.895582
811325	2195345	44	27.58	1.8923	2373.418732
811325	2195345	46	27.57	2.0296	2192.307224
811325	2195345	48	27.56	2.0296	2192.790773
811325	2195345	50	27.55	2.0296	2193.274537
811325	2195345	52	27.54	2.0296	2193.758513
811325	2195345	54	27.53	2.1683	2035.45214
811325	2195345	56	27.52	2.1683	2035.901489
811325	2195345	58	27.51	2.1683	2036.351037
811325	2195345	60	27.5	2.1683	2036.800783
811325	2195345	62	27.49	2.1683	2037.250728
811325	2195345	64	27.48	2.3257	1881.724213
811325	2195345	66	27.47	2.3257	1882.140084
811325	2195345	68	27.46	2.3257	1882.556139
811325	2195345	70	27.45	2.3257	1882.972378
811325	2195345	72	27.44	2.5216	1718.01934
811325	2195345	74	27.43	2.5216	1718.399368
811325	2195345	76	27.42	2.5216	1718.779563
811325	2195345	78	27.41	2.5216	1719.159927
811325	2195345	80	27.4	2.5216	1719.540459
811325	2195345	82	27.39	2.5084	1730.209814
811325	2195345	84	27.38	2.5084	1730.592962
811325	2195345	86	27.37	2.5084	1730.976279
811325	2195345	88	27.36	2.5084	1731.359766
811325	2195345	90	27.35	2.5084	1731.743424
811323	2195344	2	27.79	0.31089	18395.55401
811323	2195344	4	27.78	0.31089	18399.59187
811323	2195344	6	27.77	0.31089	18403.63149
811323	2195344	8	27.76	0.31089	18407.67289
811323	2195344	10	27.75	0.71343	7164.026878
811323	2195344	12	27.74	0.71343	7165.600774
811323	2195344	14	27.73	0.71343	7167.175363
811323	2195344	16	27.72	0.71343	7168.750643
811323	2195344	18	27.71	1.2877	3665.247774
811323	2195344	20	27.7	1.2877	3666.053716
811323	2195344	22	27.69	1.2877	3666.860013
811323	2195344	24	27.68	1.2877	3667.666665
811323	2195344	26	27.67	1.2877	3668.473672
811323	2195344	28	27.66	1.6791	2713.94838
811323	2195344	30	27.65	1.6791	2714.5458
811323	2195344	32	27.64	1.6791	2715.143484
811323	2195344	34	27.63	1.6791	2715.741431
811323	2195344	36	27.62	1.8923	2371.327512
811323	2195344	38	27.61	1.8923	2371.849972
811323	2195344	40	27.6	1.8923	2372.372661
811323	2195344	42	27.59	1.8923	2372.895582
811323	2195344	44	27.58	1.8923	2373.418732
811323	2195344	46	27.57	2.0296	2192.307224
811323	2195344	48	27.56	2.0296	2192.790773
811323	2195344	50	27.55	2.0296	2193.274537
811323	2195344	52	27.54	2.0296	2193.758513
811323	2195344	54	27.53	2.1683	2035.45214
811323	2195344	56	27.52	2.1683	2035.901489
811323	2195344	58	27.51	2.1683	2036.351037
811323	2195344	60	27.5	2.1683	2036.800783
811323	2195344	62	27.49	2.1683	2037.250728
811323	2195344	64	27.48	2.3257	1881.724213
811323	2195344	66	27.47	2.3257	1882.140084
811323	2195344	68	27.46	2.3257	1882.556139
811323	2195344	70	27.45	2.3257	1882.972378
811323	2195344	72	27.44	2.5216	1718.01934
811323	2195344	74	27.43	2.5216	1718.399368
811323	2195344	76	27.42	2.5216	1718.779563
811323	2195344	78	27.41	2.5216	1719.159927
811323	2195344	80	27.4	2.5216	1719.540459
811323	2195344	82	27.39	2.5084	1730.209814
811323	2195344	84	27.38	2.5084	1730.592962
811323	2195344	86	27.37	2.5084	1730.976279
811323	2195344	88	27.36	2.5084	1731.359766
811323	2195344	90	27.35	2.5084	1731.743424
811322	2195343	2	27.79	0.31089	18395.55401
811322	2195343	4	27.78	0.31089	18399.59187
811322	2195343	6	27.77	0.31089	18403.63149
811322	2195343	8	27.76	0.31089	18407.67289
811322	2195343	10	27.75	0.71343	7164.026878
811322	2195343	12	27.74	0.71343	7165.600774
811322	2195343	14	27.73	0.71343	7167.175363
811322	2195343	16	27.72	0.71343	7168.750643
811322	2195343	18	27.71	1.2877	3665.247774
811322	2195343	20	27.7	1.2877	3666.053716
811322	2195343	22	27.69	1.2877	3666.860013
811322	2195343	24	27.68	1.2877	3667.666665
811322	2195343	26	27.67	1.2877	3668.473672
811322	2195343	28	27.66	1.6791	2713.94838
811322	2195343	30	27.65	1.6791	2714.5458
811322	2195343	32	27.64	1.6791	2715.143484
811322	2195343	34	27.63	1.6791	2715.741431
811322	2195343	36	27.62	1.8923	2371.327512
811322	2195343	38	27.61	1.8923	2371.849972
811322	2195343	40	27.6	1.8923	2372.372661
811322	2195343	42	27.59	1.8923	2372.895582
811322	2195343	44	27.58	1.8923	2373.418732
811322	2195343	46	27.57	2.0296	2192.307224
811322	2195343	48	27.56	2.0296	2192.790773
811322	2195343	50	27.55	2.0296	2193.274537
811322	2195343	52	27.54	2.0296	2193.758513
811322	2195343	54	27.53	2.1683	2035.45214
811322	2195343	56	27.52	2.1683	2035.901489
811322	2195343	58	27.51	2.1683	2036.351037
811322	2195343	60	27.5	2.1683	2036.800783
811322	2195343	62	27.49	2.1683	2037.250728
811322	2195343	64	27.48	2.3257	1881.724213
811322	2195343	66	27.47	2.3257	1882.140084
811322	2195343	68	27.46	2.3257	1882.556139
811322	2195343	70	27.45	2.3257	1882.972378
811322	2195343	72	27.44	2.5216	1718.01934
811322	2195343	74	27.43	2.5216	1718.399368
811322	2195343	76	27.42	2.5216	1718.779563
811322	2195343	78	27.41	2.5216	1719.159927
811322	2195343	80	27.4	2.5216	1719.540459
811322	2195343	82	27.39	2.5084	1730.209814
811322	2195343	84	27.38	2.5084	1730.592962
811322	2195343	86	27.37	2.5084	1730.976279
811322	2195343	88	27.36	2.5084	1731.359766
811322	2195343	90	27.35	2.5084	1731.743424
811320	2195341	2	27.79	0.31089	18395.55401
811320	2195341	4	27.78	0.31089	18399.59187
811320	2195341	6	27.77	0.31089	18403.63149
811320	2195341	8	27.76	0.31089	18407.67289
811320	2195341	10	27.75	0.71343	7164.026878
811320	2195341	12	27.74	0.71343	7165.600774
811320	2195341	14	27.73	0.71343	7167.175363
811320	2195341	16	27.72	0.71343	7168.750643
811320	2195341	18	27.71	1.2877	3665.247774
811320	2195341	20	27.7	1.2877	3666.053716
811320	2195341	22	27.69	1.2877	3666.860013
811320	2195341	24	27.68	1.2877	3667.666665
811320	2195341	26	27.67	1.2877	3668.473672
811320	2195341	28	27.66	1.6791	2713.94838
811320	2195341	30	27.65	1.6791	2714.5458
811320	2195341	32	27.64	1.6791	2715.143484
811320	2195341	34	27.63	1.6791	2715.741431
811320	2195341	36	27.62	1.8923	2371.327512
811320	2195341	38	27.61	1.8923	2371.849972
811320	2195341	40	27.6	1.8923	2372.372661
811320	2195341	42	27.59	1.8923	2372.895582
811320	2195341	44	27.58	1.8923	2373.418732
811320	2195341	46	27.57	2.0296	2192.307224
811320	2195341	48	27.56	2.0296	2192.790773
811320	2195341	50	27.55	2.0296	2193.274537
811320	2195341	52	27.54	2.0296	2193.758513
811320	2195341	54	27.53	2.1683	2035.45214
811320	2195341	56	27.52	2.1683	2035.901489
811320	2195341	58	27.51	2.1683	2036.351037
811320	2195341	60	27.5	2.1683	2036.800783
811320	2195341	62	27.49	2.1683	2037.250728
811320	2195341	64	27.48	2.3257	1881.724213
811320	2195341	66	27.47	2.3257	1882.140084
811320	2195341	68	27.46	2.3257	1882.556139
811320	2195341	70	27.45	2.3257	1882.972378
811320	2195341	72	27.44	2.5216	1718.01934
811320	2195341	74	27.43	2.5216	1718.399368
811320	2195341	76	27.42	2.5216	1718.779563
811320	2195341	78	27.41	2.5216	1719.159927
811320	2195341	80	27.4	2.5216	1719.540459
811320	2195341	82	27.39	2.5084	1730.209814
811320	2195341	84	27.38	2.5084	1730.592962
811320	2195341	86	27.37	2.5084	1730.976279
811320	2195341	88	27.36	2.5084	1731.359766
811320	2195341	90	27.35	2.5084	1731.743424
811319	2195340	0	27.8	0.31089	18391.51794
811319	2195340	2	27.79	0.31089	18395.55401
811319	2195340	4	27.78	0.31089	18399.59187
811319	2195340	6	27.77	0.31089	18403.63149
811319	2195340	8	27.76	0.31089	18407.67289
811319	2195340	10	27.75	0.71343	7164.026878
811319	2195340	12	27.74	0.71343	7165.600774
811319	2195340	14	27.73	0.71343	7167.175363
811319	2195340	16	27.72	0.71343	7168.750643
811319	2195340	18	27.71	1.2877	3665.247774
811319	2195340	20	27.7	1.2877	3666.053716
811319	2195340	22	27.69	1.2877	3666.860013
811319	2195340	24	27.68	1.2877	3667.666665
811319	2195340	26	27.67	1.2877	3668.473672
811319	2195340	28	27.66	1.6791	2713.94838
811319	2195340	30	27.65	1.6791	2714.5458
811319	2195340	32	27.64	1.6791	2715.143484
811319	2195340	34	27.63	1.6791	2715.741431
811319	2195340	36	27.62	1.8923	2371.327512
811319	2195340	38	27.61	1.8923	2371.849972
811319	2195340	40	27.6	1.8923	2372.372661
811319	2195340	42	27.59	1.8923	2372.895582
811319	2195340	44	27.58	1.8923	2373.418732
811319	2195340	46	27.57	2.0296	2192.307224
811319	2195340	48	27.56	2.0296	2192.790773
811319	2195340	50	27.55	2.0296	2193.274537
811319	2195340	52	27.54	2.0296	2193.758513
811319	2195340	54	27.53	2.1683	2035.45214
811319	2195340	56	27.52	2.1683	2035.901489
811319	2195340	58	27.51	2.1683	2036.351037
811319	2195340	60	27.5	2.1683	2036.800783
811319	2195340	62	27.49	2.1683	2037.250728
811319	2195340	64	27.48	2.3257	1881.724213
811319	2195340	66	27.47	2.3257	1882.140084
811319	2195340	68	27.46	2.3257	1882.556139
811319	2195340	70	27.45	2.3257	1882.972378
811319	2195340	72	27.44	2.5216	1718.01934
811319	2195340	74	27.43	2.5216	1718.399368
811319	2195340	76	27.42	2.5216	1718.779563
811319	2195340	78	27.41	2.5216	1719.159927
811319	2195340	80	27.4	2.5216	1719.540459
811319	2195340	82	27.39	2.5084	1730.209814
811319	2195340	84	27.38	2.5084	1730.592962
811319	2195340	86	27.37	2.5084	1730.976279
811319	2195340	88	27.36	2.5084	1731.359766
811319	2195340	90	27.35	2.5084	1731.743424
811317	2195339	2	27.79	1.3838	3371.467973
811317	2195339	4	27.78	1.3838	3372.208015
811317	2195339	6	27.77	1.3838	3372.948383
811317	2195339	8	27.76	1.3838	3373.689075
811317	2195339	10	27.75	1.4464	3208.965954
811317	2195339	12	27.74	1.4464	3209.670946
811317	2195339	14	27.73	1.4464	3210.376247
811317	2195339	16	27.72	1.4464	3211.081859
811317	2195339	18	27.71	1.7013	2670.802294
811317	2195339	20	27.7	1.7013	2671.38957
811317	2195339	22	27.69	1.7013	2671.977105
811317	2195339	24	27.68	1.7013	2672.564898
811317	2195339	26	27.67	1.7013	2673.15295
811317	2195339	28	27.66	1.8146	2484.8558
811317	2195339	30	27.65	1.8146	2485.40279
811317	2195339	32	27.64	1.8146	2485.950022
811317	2195339	34	27.63	1.8146	2486.497494
811317	2195339	36	27.62	1.8581	2420.987625
811317	2195339	38	27.61	1.8581	2421.521026
811317	2195339	40	27.6	1.8581	2422.054662
811317	2195339	42	27.59	1.8581	2422.588533
811317	2195339	44	27.58	1.8581	2423.12264
811317	2195339	46	27.57	1.9301	2321.180772
811317	2195339	48	27.56	1.9301	2321.692747
811317	2195339	50	27.55	1.9301	2322.204948
811317	2195339	52	27.54	1.9301	2322.717374
811317	2195339	54	27.53	2.0646	2152.02162
811317	2195339	56	27.52	2.0646	2152.496704
811317	2195339	58	27.51	2.0646	2152.971997
811317	2195339	60	27.5	2.0646	2153.4475
811317	2195339	62	27.49	2.0646	2153.923213
811317	2195339	64	27.48	2.2559	1948.024603
811317	2195339	66	27.47	2.2559	1948.455127
811317	2195339	68	27.46	2.2559	1948.885841
811317	2195339	70	27.45	2.2559	1949.316745
811317	2195339	72	27.44	2.5102	1726.888372
811317	2195339	74	27.43	2.5102	1727.270361
811317	2195339	76	27.42	2.5102	1727.652519
811317	2195339	78	27.41	2.5102	1728.034846
811317	2195339	80	27.4	2.5102	1728.417343
811317	2195339	82	27.39	2.5084	1730.209814
811317	2195339	84	27.38	2.5084	1730.592962
811317	2195339	86	27.37	2.5084	1730.976279
811317	2195339	88	27.36	2.5084	1731.359766
811317	2195339	90	27.35	2.5084	1731.743424
811316	2195337	2	27.79	1.3838	3371.467973
811316	2195337	4	27.78	1.3838	3372.208015
811316	2195337	6	27.77	1.3838	3372.948383
811316	2195337	8	27.76	1.3838	3373.689075
811316	2195337	10	27.75	1.4464	3208.965954
811316	2195337	12	27.74	1.4464	3209.670946
811316	2195337	14	27.73	1.4464	3210.376247
811316	2195337	16	27.72	1.4464	3211.081859
811316	2195337	18	27.71	1.7013	2670.802294
811316	2195337	20	27.7	1.7013	2671.38957
811316	2195337	22	27.69	1.7013	2671.977105
811316	2195337	24	27.68	1.7013	2672.564898
811316	2195337	26	27.67	1.7013	2673.15295
811316	2195337	28	27.66	1.8146	2484.8558
811316	2195337	30	27.65	1.8146	2485.40279
811316	2195337	32	27.64	1.8146	2485.950022
811316	2195337	34	27.63	1.8146	2486.497494
811316	2195337	36	27.62	1.8581	2420.987625
811316	2195337	38	27.61	1.8581	2421.521026
811316	2195337	40	27.6	1.8581	2422.054662
811316	2195337	42	27.59	1.8581	2422.588533
811316	2195337	44	27.58	1.8581	2423.12264
811316	2195337	46	27.57	1.9301	2321.180772
811316	2195337	48	27.56	1.9301	2321.692747
811316	2195337	50	27.55	1.9301	2322.204948
811316	2195337	52	27.54	1.9301	2322.717374
811316	2195337	54	27.53	2.0646	2152.02162
811316	2195337	56	27.52	2.0646	2152.496704
811316	2195337	58	27.51	2.0646	2152.971997
811316	2195337	60	27.5	2.0646	2153.4475
811316	2195337	62	27.49	2.0646	2153.923213
811316	2195337	64	27.48	2.2559	1948.024603
811316	2195337	66	27.47	2.2559	1948.455127
811316	2195337	68	27.46	2.2559	1948.885841
811316	2195337	70	27.45	2.2559	1949.316745
811316	2195337	72	27.44	2.5102	1726.888372
811316	2195337	74	27.43	2.5102	1727.270361
811316	2195337	76	27.42	2.5102	1727.652519
811316	2195337	78	27.41	2.5102	1728.034846
811316	2195337	80	27.4	2.5102	1728.417343
811316	2195337	82	27.39	2.5084	1730.209814
811316	2195337	84	27.38	2.5084	1730.592962
811316	2195337	86	27.37	2.5084	1730.976279
811316	2195337	88	27.36	2.5084	1731.359766
811316	2195337	90	27.35	2.5084	1731.743424
811314	2195336	2	27.79	1.3838	3371.467973
811314	2195336	4	27.78	1.3838	3372.208015
811314	2195336	6	27.77	1.3838	3372.948383
811314	2195336	8	27.76	1.3838	3373.689075
811314	2195336	10	27.75	1.4464	3208.965954
811314	2195336	12	27.74	1.4464	3209.670946
811314	2195336	14	27.73	1.4464	3210.376247
811314	2195336	16	27.72	1.4464	3211.081859
811314	2195336	18	27.71	1.7013	2670.802294
811314	2195336	20	27.7	1.7013	2671.38957
811314	2195336	22	27.69	1.7013	2671.977105
811314	2195336	24	27.68	1.7013	2672.564898
811314	2195336	26	27.67	1.7013	2673.15295
811314	2195336	28	27.66	1.8146	2484.8558
811314	2195336	30	27.65	1.8146	2485.40279
811314	2195336	32	27.64	1.8146	2485.950022
811314	2195336	34	27.63	1.8146	2486.497494
811314	2195336	36	27.62	1.8581	2420.987625
811314	2195336	38	27.61	1.8581	2421.521026
811314	2195336	40	27.6	1.8581	2422.054662
811314	2195336	42	27.59	1.8581	2422.588533
811314	2195336	44	27.58	1.8581	2423.12264
811314	2195336	46	27.57	1.9301	2321.180772
811314	2195336	48	27.56	1.9301	2321.692747
811314	2195336	50	27.55	1.9301	2322.204948
811314	2195336	52	27.54	1.9301	2322.717374
811314	2195336	54	27.53	2.0646	2152.02162
811314	2195336	56	27.52	2.0646	2152.496704
811314	2195336	58	27.51	2.0646	2152.971997
811314	2195336	60	27.5	2.0646	2153.4475
811314	2195336	62	27.49	2.0646	2153.923213
811314	2195336	64	27.48	2.2559	1948.024603
811314	2195336	66	27.47	2.2559	1948.455127
811314	2195336	68	27.46	2.2559	1948.885841
811314	2195336	70	27.45	2.2559	1949.316745
811314	2195336	72	27.44	2.5102	1726.888372
811314	2195336	74	27.43	2.5102	1727.270361
811314	2195336	76	27.42	2.5102	1727.652519
811314	2195336	78	27.41	2.5102	1728.034846
811314	2195336	80	27.4	2.5102	1728.417343
811314	2195336	82	27.39	2.5084	1730.209814
811314	2195336	84	27.38	2.5084	1730.592962
811314	2195336	86	27.37	2.5084	1730.976279
811314	2195336	88	27.36	2.5084	1731.359766
811314	2195336	90	27.35	2.5084	1731.743424
811313	2195334	2	27.79	1.3838	3371.467973
811313	2195334	4	27.78	1.3838	3372.208015
811313	2195334	6	27.77	1.3838	3372.948383
811313	2195334	8	27.76	1.3838	3373.689075
811313	2195334	10	27.75	1.4464	3208.965954
811313	2195334	12	27.74	1.4464	3209.670946
811313	2195334	14	27.73	1.4464	3210.376247
811313	2195334	16	27.72	1.4464	3211.081859
811313	2195334	18	27.71	1.7013	2670.802294
811313	2195334	20	27.7	1.7013	2671.38957
811313	2195334	22	27.69	1.7013	2671.977105
811313	2195334	24	27.68	1.7013	2672.564898
811313	2195334	26	27.67	1.7013	2673.15295
811313	2195334	28	27.66	1.8146	2484.8558
811313	2195334	30	27.65	1.8146	2485.40279
811313	2195334	32	27.64	1.8146	2485.950022
811313	2195334	34	27.63	1.8146	2486.497494
811313	2195334	36	27.62	1.8581	2420.987625
811313	2195334	38	27.61	1.8581	2421.521026
811313	2195334	40	27.6	1.8581	2422.054662
811313	2195334	42	27.59	1.8581	2422.588533
811313	2195334	44	27.58	1.8581	2423.12264
811313	2195334	46	27.57	1.9301	2321.180772
811313	2195334	48	27.56	1.9301	2321.692747
811313	2195334	50	27.55	1.9301	2322.204948
811313	2195334	52	27.54	1.9301	2322.717374
811313	2195334	54	27.53	2.0646	2152.02162
811313	2195334	56	27.52	2.0646	2152.496704
811313	2195334	58	27.51	2.0646	2152.971997
811313	2195334	60	27.5	2.0646	2153.4475
811313	2195334	62	27.49	2.0646	2153.923213
811313	2195334	64	27.48	2.2559	1948.024603
811313	2195334	66	27.47	2.2559	1948.455127
811313	2195334	68	27.46	2.2559	1948.885841
811313	2195334	70	27.45	2.2559	1949.316745
811313	2195334	72	27.44	2.5102	1726.888372
811313	2195334	74	27.43	2.5102	1727.270361
811313	2195334	76	27.42	2.5102	1727.652519
811313	2195334	78	27.41	2.5102	1728.034846
811313	2195334	80	27.4	2.5102	1728.417343
811313	2195334	82	27.39	2.5084	1730.209814
811313	2195334	84	27.38	2.5084	1730.592962
811313	2195334	86	27.37	2.5084	1730.976279
811313	2195334	88	27.36	2.5084	1731.359766
811313	2195334	90	27.35	2.5084	1731.743424
811311	2195333	2	27.79	1.3838	3371.467973
811311	2195333	4	27.78	1.3838	3372.208015
811311	2195333	6	27.77	1.3838	3372.948383
811311	2195333	8	27.76	1.3838	3373.689075
811311	2195333	10	27.75	1.4464	3208.965954
811311	2195333	12	27.74	1.4464	3209.670946
811311	2195333	14	27.73	1.4464	3210.376247
811311	2195333	16	27.72	1.4464	3211.081859
811311	2195333	18	27.71	1.7013	2670.802294
811311	2195333	20	27.7	1.7013	2671.38957
811311	2195333	22	27.69	1.7013	2671.977105
811311	2195333	24	27.68	1.7013	2672.564898
811311	2195333	26	27.67	1.7013	2673.15295
811311	2195333	28	27.66	1.8146	2484.8558
811311	2195333	30	27.65	1.8146	2485.40279
811311	2195333	32	27.64	1.8146	2485.950022
811311	2195333	34	27.63	1.8146	2486.497494
811311	2195333	36	27.62	1.8581	2420.987625
811311	2195333	38	27.61	1.8581	2421.521026
811311	2195333	40	27.6	1.8581	2422.054662
811311	2195333	42	27.59	1.8581	2422.588533
811311	2195333	44	27.58	1.8581	2423.12264
811311	2195333	46	27.57	1.9301	2321.180772
811311	2195333	48	27.56	1.9301	2321.692747
811311	2195333	50	27.55	1.9301	2322.204948
811311	2195333	52	27.54	1.9301	2322.717374
811311	2195333	54	27.53	2.0646	2152.02162
811311	2195333	56	27.52	2.0646	2152.496704
811311	2195333	58	27.51	2.0646	2152.971997
811311	2195333	60	27.5	2.0646	2153.4475
811311	2195333	62	27.49	2.0646	2153.923213
811311	2195333	64	27.48	2.2559	1948.024603
811311	2195333	66	27.47	2.2559	1948.455127
811311	2195333	68	27.46	2.2559	1948.885841
811311	2195333	70	27.45	2.2559	1949.316745
811311	2195333	72	27.44	2.5102	1726.888372
811311	2195333	74	27.43	2.5102	1727.270361
811311	2195333	76	27.42	2.5102	1727.652519
811311	2195333	78	27.41	2.5102	1728.034846
811311	2195333	80	27.4	2.5102	1728.417343
811311	2195333	82	27.39	2.5084	1730.209814
811311	2195333	84	27.38	2.5084	1730.592962
811311	2195333	86	27.37	2.5084	1730.976279
811311	2195333	88	27.36	2.5084	1731.359766
811311	2195333	90	27.35	2.5084	1731.743424
811310	2195332	2	27.79	2.0047	2212.542863
811310	2195332	4	27.78	2.0047	2213.028519
811310	2195332	6	27.77	2.0047	2213.514389
811310	2195332	8	27.76	2.0047	2214.000472
811310	2195332	10	27.75	1.6514	2760.270373
811310	2195332	12	27.74	1.6514	2760.876789
811310	2195332	14	27.73	1.6514	2761.483471
811310	2195332	16	27.72	1.6514	2762.090421
811310	2195332	18	27.71	1.3801	3387.688716
811310	2195332	20	27.7	1.3801	3388.433626
811310	2195332	22	27.69	1.3801	3389.178865
811310	2195332	24	27.68	1.3801	3389.924431
811310	2195332	26	27.67	1.3801	3390.670326
811310	2195332	28	27.66	1.3066	3609.026862
811310	2195332	30	27.65	1.3066	3609.821316
811310	2195332	32	27.64	1.3066	3610.616119
811310	2195332	34	27.63	1.3066	3611.411273
811310	2195332	36	27.62	1.344	3498.19997
811310	2195332	38	27.61	1.344	3498.970706
811310	2195332	40	27.6	1.344	3499.741781
811310	2195332	42	27.59	1.344	3500.513197
811310	2195332	44	27.58	1.344	3501.284953
811310	2195332	46	27.57	1.4402	3237.468563
811310	2195332	48	27.56	1.4402	3238.18264
811310	2195332	50	27.55	1.4402	3238.897033
811310	2195332	52	27.54	1.4402	3239.61174
811310	2195332	54	27.53	1.6026	2869.847935
811310	2195332	56	27.52	1.6026	2870.481487
811310	2195332	58	27.51	1.6026	2871.115318
811310	2195332	60	27.5	1.6026	2871.74943
811310	2195332	62	27.49	1.6026	2872.383821
811310	2195332	64	27.48	1.8569	2430.260146
811310	2195332	66	27.47	1.8569	2430.797246
811310	2195332	68	27.46	1.8569	2431.334584
811310	2195332	70	27.45	1.8569	2431.872159
811310	2195332	72	27.44	2.2454	1960.111893
811310	2195332	74	27.43	2.2454	1960.545472
811310	2195332	76	27.42	2.2454	1960.979242
811310	2195332	78	27.41	2.2454	1961.413205
811310	2195332	80	27.4	2.2454	1961.847359
811310	2195332	82	27.39	2.5084	1730.209814
811310	2195332	84	27.38	2.5084	1730.592962
811310	2195332	86	27.37	2.5084	1730.976279
811310	2195332	88	27.36	2.5084	1731.359766
811310	2195332	90	27.35	2.5084	1731.743424
811309	2195330	2	27.79	2.0047	2212.542863
811309	2195330	4	27.78	2.0047	2213.028519
811309	2195330	6	27.77	2.0047	2213.514389
811309	2195330	8	27.76	2.0047	2214.000472
811309	2195330	10	27.75	1.6514	2760.270373
811309	2195330	12	27.74	1.6514	2760.876789
811309	2195330	14	27.73	1.6514	2761.483471
811309	2195330	16	27.72	1.6514	2762.090421
811309	2195330	18	27.71	1.3801	3387.688716
811309	2195330	20	27.7	1.3801	3388.433626
811309	2195330	22	27.69	1.3801	3389.178865
811309	2195330	24	27.68	1.3801	3389.924431
811309	2195330	26	27.67	1.3801	3390.670326
811309	2195330	28	27.66	1.3066	3609.026862
811309	2195330	30	27.65	1.3066	3609.821316
811309	2195330	32	27.64	1.3066	3610.616119
811309	2195330	34	27.63	1.3066	3611.411273
811309	2195330	36	27.62	1.344	3498.19997
811309	2195330	38	27.61	1.344	3498.970706
811309	2195330	40	27.6	1.344	3499.741781
811309	2195330	42	27.59	1.344	3500.513197
811309	2195330	44	27.58	1.344	3501.284953
811309	2195330	46	27.57	1.4402	3237.468563
811309	2195330	48	27.56	1.4402	3238.18264
811309	2195330	50	27.55	1.4402	3238.897033
811309	2195330	52	27.54	1.4402	3239.61174
