E	N	D	T	Resistivity	S
811581	2195587	0	27.8	0.24004	24675.01929
811581	2195587	2	27.79	0.24004	24680.43431
811581	2195587	4	27.78	0.24004	24685.8517
811581	2195587	6	27.77	0.24004	24691.27147
811581	2195587	8	27.76	0.24004	24696.69362
811581	2195587	10	27.75	0.23146	25745.27026
811581	2195587	12	27.74	0.23146	25750.92636
811581	2195587	14	27.73	0.23146	25756.58493
811581	2195587	16	27.72	0.23146	25762.246
811581	2195587	18	27.71	0.22018	27273.20005
811581	2195587	20	27.7	0.22018	27279.19709
811581	2195587	22	27.69	0.22018	27285.19677
811581	2195587	24	27.68	0.22018	27291.19908
811581	2195587	26	27.67	0.22393	26778.33721
811581	2195587	28	27.66	0.22393	26784.23061
811581	2195587	30	27.65	0.22393	26790.12662
811581	2195587	32	27.64	0.22393	26796.02522
811581	2195587	34	27.63	0.22393	26801.92641
811581	2195587	36	27.62	0.23431	25462.42029
811581	2195587	38	27.61	0.23431	25468.03026
811581	2195587	40	27.6	0.23431	25473.64271
811581	2195587	42	27.59	0.23431	25479.25763
811581	2195587	44	27.58	0.2471	23991.25971
811581	2195587	46	27.57	0.2471	23996.55021
811581	2195587	48	27.56	0.2471	24001.84305
811581	2195587	50	27.55	0.2471	24007.13822
811581	2195587	52	27.54	0.26467	22209.37041
811581	2195587	54	27.53	0.26467	22214.2723
811581	2195587	56	27.52	0.26467	22219.17635
811581	2195587	58	27.51	0.26467	22224.08257
811581	2195587	60	27.5	0.26467	22228.99096
811581	2195587	62	27.49	0.28626	20338.35085
811581	2195587	64	27.48	0.28626	20342.84474
811581	2195587	66	27.47	0.28626	20347.34062
811581	2195587	68	27.46	0.28626	20351.83848
811581	2195587	70	27.45	0.31746	18098.58922
811581	2195587	72	27.44	0.31746	18102.59176
811581	2195587	74	27.43	0.31746	18106.59607
811581	2195587	76	27.42	0.31746	18110.60215
811581	2195587	78	27.41	0.35165	16126.86262
811581	2195587	80	27.4	0.35165	16130.43226
811581	2195587	82	27.39	0.35165	16134.00349
811581	2195587	84	27.38	0.35165	16137.57629
811581	2195587	86	27.37	0.35165	16141.15068
811581	2195587	88	27.36	0.44083	12487.76308
811581	2195587	90	27.35	0.44083	12490.53028
811579	2195586	0	27.8	0.24004	24675.01929
811579	2195586	2	27.79	0.24004	24680.43431
811579	2195586	4	27.78	0.24004	24685.8517
811579	2195586	6	27.77	0.24004	24691.27147
811579	2195586	8	27.76	0.24004	24696.69362
811579	2195586	10	27.75	0.23146	25745.27026
811579	2195586	12	27.74	0.23146	25750.92636
811579	2195586	14	27.73	0.23146	25756.58493
811579	2195586	16	27.72	0.23146	25762.246
811579	2195586	18	27.71	0.22018	27273.20005
811579	2195586	20	27.7	0.22018	27279.19709
811579	2195586	22	27.69	0.22018	27285.19677
811579	2195586	24	27.68	0.22018	27291.19908
811579	2195586	26	27.67	0.22393	26778.33721
811579	2195586	28	27.66	0.22393	26784.23061
811579	2195586	30	27.65	0.22393	26790.12662
811579	2195586	32	27.64	0.22393	26796.02522
811579	2195586	34	27.63	0.22393	26801.92641
811579	2195586	36	27.62	0.23431	25462.42029
811579	2195586	38	27.61	0.23431	25468.03026
811579	2195586	40	27.6	0.23431	25473.64271
811579	2195586	42	27.59	0.23431	25479.25763
811579	2195586	44	27.58	0.2471	23991.25971
811579	2195586	46	27.57	0.2471	23996.55021
811579	2195586	48	27.56	0.2471	24001.84305
811579	2195586	50	27.55	0.2471	24007.13822
811579	2195586	52	27.54	0.26467	22209.37041
811579	2195586	54	27.53	0.26467	22214.2723
811579	2195586	56	27.52	0.26467	22219.17635
811579	2195586	58	27.51	0.26467	22224.08257
811579	2195586	60	27.5	0.26467	22228.99096
811579	2195586	62	27.49	0.28626	20338.35085
811579	2195586	64	27.48	0.28626	20342.84474
811579	2195586	66	27.47	0.28626	20347.34062
811579	2195586	68	27.46	0.28626	20351.83848
811579	2195586	70	27.45	0.31746	18098.58922
811579	2195586	72	27.44	0.31746	18102.59176
811579	2195586	74	27.43	0.31746	18106.59607
811579	2195586	76	27.42	0.31746	18110.60215
811579	2195586	78	27.41	0.35165	16126.86262
811579	2195586	80	27.4	0.35165	16130.43226
811579	2195586	82	27.39	0.35165	16134.00349
811579	2195586	84	27.38	0.35165	16137.57629
811579	2195586	86	27.37	0.35165	16141.15068
811579	2195586	88	27.36	0.44083	12487.76308
811579	2195586	90	27.35	0.44083	12490.53028
811578	2195584	0	27.8	0.24004	24675.01929
811578	2195584	2	27.79	0.24004	24680.43431
811578	2195584	4	27.78	0.24004	24685.8517
811578	2195584	6	27.77	0.24004	24691.27147
811578	2195584	8	27.76	0.24004	24696.69362
811578	2195584	10	27.75	0.23146	25745.27026
811578	2195584	12	27.74	0.23146	25750.92636
811578	2195584	14	27.73	0.23146	25756.58493
811578	2195584	16	27.72	0.23146	25762.246
811578	2195584	18	27.71	0.22018	27273.20005
811578	2195584	20	27.7	0.22018	27279.19709
811578	2195584	22	27.69	0.22018	27285.19677
811578	2195584	24	27.68	0.22018	27291.19908
811578	2195584	26	27.67	0.22393	26778.33721
811578	2195584	28	27.66	0.22393	26784.23061
811578	2195584	30	27.65	0.22393	26790.12662
811578	2195584	32	27.64	0.22393	26796.02522
811578	2195584	34	27.63	0.22393	26801.92641
811578	2195584	36	27.62	0.23431	25462.42029
811578	2195584	38	27.61	0.23431	25468.03026
811578	2195584	40	27.6	0.23431	25473.64271
811578	2195584	42	27.59	0.23431	25479.25763
811578	2195584	44	27.58	0.2471	23991.25971
811578	2195584	46	27.57	0.2471	23996.55021
811578	2195584	48	27.56	0.2471	24001.84305
811578	2195584	50	27.55	0.2471	24007.13822
811578	2195584	52	27.54	0.26467	22209.37041
811578	2195584	54	27.53	0.26467	22214.2723
811578	2195584	56	27.52	0.26467	22219.17635
811578	2195584	58	27.51	0.26467	22224.08257
811578	2195584	60	27.5	0.26467	22228.99096
811578	2195584	62	27.49	0.28626	20338.35085
811578	2195584	64	27.48	0.28626	20342.84474
811578	2195584	66	27.47	0.28626	20347.34062
811578	2195584	68	27.46	0.28626	20351.83848
811578	2195584	70	27.45	0.31746	18098.58922
811578	2195584	72	27.44	0.31746	18102.59176
811578	2195584	74	27.43	0.31746	18106.59607
811578	2195584	76	27.42	0.31746	18110.60215
811578	2195584	78	27.41	0.35165	16126.86262
811578	2195584	80	27.4	0.35165	16130.43226
811578	2195584	82	27.39	0.35165	16134.00349
811578	2195584	84	27.38	0.35165	16137.57629
811578	2195584	86	27.37	0.35165	16141.15068
811578	2195584	88	27.36	0.44083	12487.76308
811578	2195584	90	27.35	0.44083	12490.53028
811576	2195583	0	27.8	0.24004	24675.01929
811576	2195583	2	27.79	0.24004	24680.43431
811576	2195583	4	27.78	0.24004	24685.8517
811576	2195583	6	27.77	0.24004	24691.27147
811576	2195583	8	27.76	0.24004	24696.69362
811576	2195583	10	27.75	0.23146	25745.27026
811576	2195583	12	27.74	0.23146	25750.92636
811576	2195583	14	27.73	0.23146	25756.58493
811576	2195583	16	27.72	0.23146	25762.246
811576	2195583	18	27.71	0.22018	27273.20005
811576	2195583	20	27.7	0.22018	27279.19709
811576	2195583	22	27.69	0.22018	27285.19677
811576	2195583	24	27.68	0.22018	27291.19908
811576	2195583	26	27.67	0.22393	26778.33721
811576	2195583	28	27.66	0.22393	26784.23061
811576	2195583	30	27.65	0.22393	26790.12662
811576	2195583	32	27.64	0.22393	26796.02522
811576	2195583	34	27.63	0.22393	26801.92641
811576	2195583	36	27.62	0.23431	25462.42029
811576	2195583	38	27.61	0.23431	25468.03026
811576	2195583	40	27.6	0.23431	25473.64271
811576	2195583	42	27.59	0.23431	25479.25763
811576	2195583	44	27.58	0.2471	23991.25971
811576	2195583	46	27.57	0.2471	23996.55021
811576	2195583	48	27.56	0.2471	24001.84305
811576	2195583	50	27.55	0.2471	24007.13822
811576	2195583	52	27.54	0.26467	22209.37041
811576	2195583	54	27.53	0.26467	22214.2723
811576	2195583	56	27.52	0.26467	22219.17635
811576	2195583	58	27.51	0.26467	22224.08257
811576	2195583	60	27.5	0.26467	22228.99096
811576	2195583	62	27.49	0.28626	20338.35085
811576	2195583	64	27.48	0.28626	20342.84474
811576	2195583	66	27.47	0.28626	20347.34062
811576	2195583	68	27.46	0.28626	20351.83848
811576	2195583	70	27.45	0.31746	18098.58922
811576	2195583	72	27.44	0.31746	18102.59176
811576	2195583	74	27.43	0.31746	18106.59607
811576	2195583	76	27.42	0.31746	18110.60215
811576	2195583	78	27.41	0.35165	16126.86262
811576	2195583	80	27.4	0.35165	16130.43226
811576	2195583	82	27.39	0.35165	16134.00349
811576	2195583	84	27.38	0.35165	16137.57629
811576	2195583	86	27.37	0.35165	16141.15068
811576	2195583	88	27.36	0.44083	12487.76308
811576	2195583	90	27.35	0.44083	12490.53028
811575	2195581	0	27.8	0.24004	24675.01929
811575	2195581	2	27.79	0.24004	24680.43431
811575	2195581	4	27.78	0.24004	24685.8517
811575	2195581	6	27.77	0.24004	24691.27147
811575	2195581	8	27.76	0.24004	24696.69362
811575	2195581	10	27.75	0.23146	25745.27026
811575	2195581	12	27.74	0.23146	25750.92636
811575	2195581	14	27.73	0.23146	25756.58493
811575	2195581	16	27.72	0.23146	25762.246
811575	2195581	18	27.71	0.22018	27273.20005
811575	2195581	20	27.7	0.22018	27279.19709
811575	2195581	22	27.69	0.22018	27285.19677
811575	2195581	24	27.68	0.22018	27291.19908
811575	2195581	26	27.67	0.22393	26778.33721
811575	2195581	28	27.66	0.22393	26784.23061
811575	2195581	30	27.65	0.22393	26790.12662
811575	2195581	32	27.64	0.22393	26796.02522
811575	2195581	34	27.63	0.22393	26801.92641
811575	2195581	36	27.62	0.23431	25462.42029
811575	2195581	38	27.61	0.23431	25468.03026
811575	2195581	40	27.6	0.23431	25473.64271
811575	2195581	42	27.59	0.23431	25479.25763
811575	2195581	44	27.58	0.2471	23991.25971
811575	2195581	46	27.57	0.2471	23996.55021
811575	2195581	48	27.56	0.2471	24001.84305
811575	2195581	50	27.55	0.2471	24007.13822
811575	2195581	52	27.54	0.26467	22209.37041
811575	2195581	54	27.53	0.26467	22214.2723
811575	2195581	56	27.52	0.26467	22219.17635
811575	2195581	58	27.51	0.26467	22224.08257
811575	2195581	60	27.5	0.26467	22228.99096
811575	2195581	62	27.49	0.28626	20338.35085
811575	2195581	64	27.48	0.28626	20342.84474
811575	2195581	66	27.47	0.28626	20347.34062
811575	2195581	68	27.46	0.28626	20351.83848
811575	2195581	70	27.45	0.31746	18098.58922
811575	2195581	72	27.44	0.31746	18102.59176
811575	2195581	74	27.43	0.31746	18106.59607
811575	2195581	76	27.42	0.31746	18110.60215
811575	2195581	78	27.41	0.35165	16126.86262
811575	2195581	80	27.4	0.35165	16130.43226
811575	2195581	82	27.39	0.35165	16134.00349
811575	2195581	84	27.38	0.35165	16137.57629
811575	2195581	86	27.37	0.35165	16141.15068
811575	2195581	88	27.36	0.44083	12487.76308
811575	2195581	90	27.35	0.44083	12490.53028
811573	2195580	0	27.8	0.24004	24675.01929
811573	2195580	2	27.79	0.466	11613.51866
811573	2195580	4	27.78	0.466	11616.06785
811573	2195580	6	27.77	0.466	11618.61815
811573	2195580	8	27.76	0.466	11621.16957
811573	2195580	10	27.75	0.18606	32995.20168
811573	2195580	12	27.74	0.18606	33002.45054
811573	2195580	14	27.73	0.18606	33009.70258
811573	2195580	16	27.72	0.18606	33016.95782
811573	2195580	18	27.71	0.16702	37334.50543
811573	2195580	20	27.7	0.16702	37342.71483
811573	2195580	22	27.69	0.16702	37350.92783
811573	2195580	24	27.68	0.16702	37359.14445
811573	2195580	26	27.67	0.17517	35398.07832
811573	2195580	28	27.66	0.17517	35405.86877
811573	2195580	30	27.65	0.17517	35413.66265
811573	2195580	32	27.64	0.17517	35421.45996
811573	2195580	34	27.63	0.17517	35429.26071
811573	2195580	36	27.62	0.19174	31978.05683
811573	2195580	38	27.61	0.19174	31985.10235
811573	2195580	40	27.6	0.19174	31992.15097
811573	2195580	42	27.59	0.19174	31999.20271
811573	2195580	44	27.58	0.21328	28359.09617
811573	2195580	46	27.57	0.21328	28365.34986
811573	2195580	48	27.56	0.21328	28371.60631
811573	2195580	50	27.55	0.21328	28377.86552
811573	2195580	52	27.54	0.2374	25130.4281
811573	2195580	54	27.53	0.2374	25135.9747
811573	2195580	56	27.52	0.2374	25141.52375
811573	2195580	58	27.51	0.2374	25147.07526
811573	2195580	60	27.5	0.2374	25152.62921
811573	2195580	62	27.49	0.26379	22318.20704
811573	2195580	64	27.48	0.26379	22323.13839
811573	2195580	66	27.47	0.26379	22328.07192
811573	2195580	68	27.46	0.26379	22333.00764
811573	2195580	70	27.45	0.29799	19448.24048
811573	2195580	72	27.44	0.29799	19452.54149
811573	2195580	74	27.43	0.29799	19456.84441
811573	2195580	76	27.42	0.29799	19461.14924
811573	2195580	78	27.41	0.35165	16126.86262
811573	2195580	80	27.4	0.35165	16130.43226
811573	2195580	82	27.39	0.35165	16134.00349
811573	2195580	84	27.38	0.35165	16137.57629
811573	2195580	86	27.37	0.35165	16141.15068
811573	2195580	88	27.36	0.44083	12487.76308
811573	2195580	90	27.35	0.44083	12490.53028
811572	2195579	0	27.8	0.466	11610.9706
811572	2195579	2	27.79	0.466	11613.51866
811572	2195579	4	27.78	0.466	11616.06785
811572	2195579	6	27.77	0.466	11618.61815
811572	2195579	8	27.76	0.466	11621.16957
811572	2195579	10	27.75	0.18606	32995.20168
811572	2195579	12	27.74	0.18606	33002.45054
811572	2195579	14	27.73	0.18606	33009.70258
811572	2195579	16	27.72	0.18606	33016.95782
811572	2195579	18	27.71	0.16702	37334.50543
811572	2195579	20	27.7	0.16702	37342.71483
811572	2195579	22	27.69	0.16702	37350.92783
811572	2195579	24	27.68	0.16702	37359.14445
811572	2195579	26	27.67	0.17517	35398.07832
811572	2195579	28	27.66	0.17517	35405.86877
811572	2195579	30	27.65	0.17517	35413.66265
811572	2195579	32	27.64	0.17517	35421.45996
811572	2195579	34	27.63	0.17517	35429.26071
811572	2195579	36	27.62	0.19174	31978.05683
811572	2195579	38	27.61	0.19174	31985.10235
811572	2195579	40	27.6	0.19174	31992.15097
811572	2195579	42	27.59	0.19174	31999.20271
811572	2195579	44	27.58	0.21328	28359.09617
811572	2195579	46	27.57	0.21328	28365.34986
811572	2195579	48	27.56	0.21328	28371.60631
811572	2195579	50	27.55	0.21328	28377.86552
811572	2195579	52	27.54	0.2374	25130.4281
811572	2195579	54	27.53	0.2374	25135.9747
811572	2195579	56	27.52	0.2374	25141.52375
811572	2195579	58	27.51	0.2374	25147.07526
811572	2195579	60	27.5	0.2374	25152.62921
811572	2195579	62	27.49	0.26379	22318.20704
811572	2195579	64	27.48	0.26379	22323.13839
811572	2195579	66	27.47	0.26379	22328.07192
811572	2195579	68	27.46	0.26379	22333.00764
811572	2195579	70	27.45	0.29799	19448.24048
811572	2195579	72	27.44	0.29799	19452.54149
811572	2195579	74	27.43	0.29799	19456.84441
811572	2195579	76	27.42	0.29799	19461.14924
811572	2195579	78	27.41	0.35165	16126.86262
811572	2195579	80	27.4	0.35165	16130.43226
811572	2195579	82	27.39	0.35165	16134.00349
811572	2195579	84	27.38	0.35165	16137.57629
811572	2195579	86	27.37	0.35165	16141.15068
811572	2195579	88	27.36	0.44083	12487.76308
811572	2195579	90	27.35	0.44083	12490.53028
811570	2195577	0	27.8	0.466	11610.9706
811570	2195577	2	27.79	0.466	11613.51866
811570	2195577	4	27.78	0.466	11616.06785
811570	2195577	6	27.77	0.466	11618.61815
811570	2195577	8	27.76	0.466	11621.16957
811570	2195577	10	27.75	0.18606	32995.20168
811570	2195577	12	27.74	0.18606	33002.45054
811570	2195577	14	27.73	0.18606	33009.70258
811570	2195577	16	27.72	0.18606	33016.95782
811570	2195577	18	27.71	0.16702	37334.50543
811570	2195577	20	27.7	0.16702	37342.71483
811570	2195577	22	27.69	0.16702	37350.92783
811570	2195577	24	27.68	0.16702	37359.14445
811570	2195577	26	27.67	0.17517	35398.07832
811570	2195577	28	27.66	0.17517	35405.86877
811570	2195577	30	27.65	0.17517	35413.66265
811570	2195577	32	27.64	0.17517	35421.45996
811570	2195577	34	27.63	0.17517	35429.26071
811570	2195577	36	27.62	0.19174	31978.05683
811570	2195577	38	27.61	0.19174	31985.10235
811570	2195577	40	27.6	0.19174	31992.15097
811570	2195577	42	27.59	0.19174	31999.20271
811570	2195577	44	27.58	0.21328	28359.09617
811570	2195577	46	27.57	0.21328	28365.34986
811570	2195577	48	27.56	0.21328	28371.60631
811570	2195577	50	27.55	0.21328	28377.86552
811570	2195577	52	27.54	0.2374	25130.4281
811570	2195577	54	27.53	0.2374	25135.9747
811570	2195577	56	27.52	0.2374	25141.52375
811570	2195577	58	27.51	0.2374	25147.07526
811570	2195577	60	27.5	0.2374	25152.62921
811570	2195577	62	27.49	0.26379	22318.20704
811570	2195577	64	27.48	0.26379	22323.13839
811570	2195577	66	27.47	0.26379	22328.07192
811570	2195577	68	27.46	0.26379	22333.00764
811570	2195577	70	27.45	0.29799	19448.24048
811570	2195577	72	27.44	0.29799	19452.54149
811570	2195577	74	27.43	0.29799	19456.84441
811570	2195577	76	27.42	0.29799	19461.14924
811570	2195577	78	27.41	0.35165	16126.86262
811570	2195577	80	27.4	0.35165	16130.43226
811570	2195577	82	27.39	0.35165	16134.00349
811570	2195577	84	27.38	0.35165	16137.57629
811570	2195577	86	27.37	0.35165	16141.15068
811570	2195577	88	27.36	0.44083	12487.76308
811570	2195577	90	27.35	0.44083	12490.53028
811569	2195576	0	27.8	0.466	11610.9706
811569	2195576	2	27.79	0.466	11613.51866
811569	2195576	4	27.78	0.466	11616.06785
811569	2195576	6	27.77	0.466	11618.61815
811569	2195576	8	27.76	0.466	11621.16957
811569	2195576	10	27.75	0.18606	32995.20168
811569	2195576	12	27.74	0.18606	33002.45054
811569	2195576	14	27.73	0.18606	33009.70258
811569	2195576	16	27.72	0.18606	33016.95782
811569	2195576	18	27.71	0.16702	37334.50543
811569	2195576	20	27.7	0.16702	37342.71483
811569	2195576	22	27.69	0.16702	37350.92783
811569	2195576	24	27.68	0.16702	37359.14445
811569	2195576	26	27.67	0.17517	35398.07832
811569	2195576	28	27.66	0.17517	35405.86877
811569	2195576	30	27.65	0.17517	35413.66265
811569	2195576	32	27.64	0.17517	35421.45996
811569	2195576	34	27.63	0.17517	35429.26071
811569	2195576	36	27.62	0.19174	31978.05683
811569	2195576	38	27.61	0.19174	31985.10235
811569	2195576	40	27.6	0.19174	31992.15097
811569	2195576	42	27.59	0.19174	31999.20271
811569	2195576	44	27.58	0.21328	28359.09617
811569	2195576	46	27.57	0.21328	28365.34986
811569	2195576	48	27.56	0.21328	28371.60631
811569	2195576	50	27.55	0.21328	28377.86552
811569	2195576	52	27.54	0.2374	25130.4281
811569	2195576	54	27.53	0.2374	25135.9747
811569	2195576	56	27.52	0.2374	25141.52375
811569	2195576	58	27.51	0.2374	25147.07526
811569	2195576	60	27.5	0.2374	25152.62921
811569	2195576	62	27.49	0.26379	22318.20704
811569	2195576	64	27.48	0.26379	22323.13839
811569	2195576	66	27.47	0.26379	22328.07192
811569	2195576	68	27.46	0.26379	22333.00764
811569	2195576	70	27.45	0.29799	19448.24048
811569	2195576	72	27.44	0.29799	19452.54149
811569	2195576	74	27.43	0.29799	19456.84441
811569	2195576	76	27.42	0.29799	19461.14924
811569	2195576	78	27.41	0.35165	16126.86262
811569	2195576	80	27.4	0.35165	16130.43226
811569	2195576	82	27.39	0.35165	16134.00349
811569	2195576	84	27.38	0.35165	16137.57629
811569	2195576	86	27.37	0.35165	16141.15068
811569	2195576	88	27.36	0.44083	12487.76308
811569	2195576	90	27.35	0.44083	12490.53028
811568	2195575	0	27.8	0.466	11610.9706
811568	2195575	2	27.79	0.466	11613.51866
811568	2195575	4	27.78	0.466	11616.06785
811568	2195575	6	27.77	0.466	11618.61815
811568	2195575	8	27.76	0.466	11621.16957
811568	2195575	10	27.75	0.18606	32995.20168
811568	2195575	12	27.74	0.18606	33002.45054
811568	2195575	14	27.73	0.18606	33009.70258
811568	2195575	16	27.72	0.18606	33016.95782
811568	2195575	18	27.71	0.16702	37334.50543
811568	2195575	20	27.7	0.16702	37342.71483
811568	2195575	22	27.69	0.16702	37350.92783
811568	2195575	24	27.68	0.16702	37359.14445
811568	2195575	26	27.67	0.17517	35398.07832
811568	2195575	28	27.66	0.17517	35405.86877
811568	2195575	30	27.65	0.17517	35413.66265
811568	2195575	32	27.64	0.17517	35421.45996
811568	2195575	34	27.63	0.17517	35429.26071
811568	2195575	36	27.62	0.19174	31978.05683
811568	2195575	38	27.61	0.19174	31985.10235
811568	2195575	40	27.6	0.19174	31992.15097
811568	2195575	42	27.59	0.19174	31999.20271
811568	2195575	44	27.58	0.21328	28359.09617
811568	2195575	46	27.57	0.21328	28365.34986
811568	2195575	48	27.56	0.21328	28371.60631
811568	2195575	50	27.55	0.21328	28377.86552
811568	2195575	52	27.54	0.2374	25130.4281
811568	2195575	54	27.53	0.2374	25135.9747
811568	2195575	56	27.52	0.2374	25141.52375
811568	2195575	58	27.51	0.2374	25147.07526
811568	2195575	60	27.5	0.2374	25152.62921
811568	2195575	62	27.49	0.26379	22318.20704
811568	2195575	64	27.48	0.26379	22323.13839
811568	2195575	66	27.47	0.26379	22328.07192
811568	2195575	68	27.46	0.26379	22333.00764
811568	2195575	70	27.45	0.29799	19448.24048
811568	2195575	72	27.44	0.29799	19452.54149
811568	2195575	74	27.43	0.29799	19456.84441
811568	2195575	76	27.42	0.29799	19461.14924
811568	2195575	78	27.41	0.35165	16126.86262
811568	2195575	80	27.4	0.35165	16130.43226
811568	2195575	82	27.39	0.35165	16134.00349
811568	2195575	84	27.38	0.35165	16137.57629
811568	2195575	86	27.37	0.35165	16141.15068
811568	2195575	88	27.36	0.44083	12487.76308
811568	2195575	90	27.35	0.44083	12490.53028
811566	2195573	0	27.8	0.24004	24675.01929
811566	2195573	2	27.79	0.18785	32609.50322
811566	2195573	4	27.78	0.18785	32616.66105
811566	2195573	6	27.77	0.18785	32623.82203
811566	2195573	8	27.76	0.18785	32630.98615
811566	2195573	10	27.75	0.17242	35977.01092
811566	2195573	12	27.74	0.17242	35984.91487
811566	2195573	14	27.73	0.17242	35992.82229
811566	2195573	16	27.72	0.17242	36000.73319
811566	2195573	18	27.71	0.15687	40091.46941
811566	2195573	20	27.7	0.15687	40100.28502
811566	2195573	22	27.69	0.15687	40109.10452
811566	2195573	24	27.68	0.15687	40117.92789
811566	2195573	26	27.67	0.16301	38413.68015
811566	2195573	28	27.66	0.16301	38422.13428
811566	2195573	30	27.65	0.16301	38430.59213
811566	2195573	32	27.64	0.16301	38439.05371
811566	2195573	34	27.63	0.16301	38447.51901
811566	2195573	36	27.62	0.17828	34735.42647
811566	2195573	38	27.61	0.17828	34743.07951
811566	2195573	40	27.6	0.17828	34750.73592
811566	2195573	42	27.59	0.17828	34758.3957
811566	2195573	44	27.58	0.20017	30478.98515
811566	2195573	46	27.57	0.20017	30485.70631
811566	2195573	48	27.56	0.20017	30492.43044
811566	2195573	50	27.55	0.20017	30499.15754
811566	2195573	52	27.54	0.22616	26554.44904
811566	2195573	54	27.53	0.22616	26560.30994
811566	2195573	56	27.52	0.22616	26566.17343
811566	2195573	58	27.51	0.22616	26572.03951
811566	2195573	60	27.5	0.22616	26577.90819
811566	2195573	62	27.49	0.25461	23234.84808
811566	2195573	64	27.48	0.25461	23239.98197
811566	2195573	66	27.47	0.25461	23245.11813
811566	2195573	68	27.46	0.25461	23250.25656
811566	2195573	70	27.45	0.29322	19808.15687
811566	2195573	72	27.44	0.29322	19812.53749
811566	2195573	74	27.43	0.29322	19816.92004
811566	2195573	76	27.42	0.29322	19821.30453
811566	2195573	78	27.41	0.35165	16126.86262
811566	2195573	80	27.4	0.35165	16130.43226
811566	2195573	82	27.39	0.35165	16134.00349
811566	2195573	84	27.38	0.35165	16137.57629
811566	2195573	86	27.37	0.35165	16141.15068
811566	2195573	88	27.36	0.44083	12487.76308
811566	2195573	90	27.35	0.44083	12490.53028
811565	2195572	0	27.8	0.18785	32602.34852
811565	2195572	2	27.79	0.18785	32609.50322
811565	2195572	4	27.78	0.18785	32616.66105
811565	2195572	6	27.77	0.18785	32623.82203
811565	2195572	8	27.76	0.18785	32630.98615
811565	2195572	10	27.75	0.17242	35977.01092
811565	2195572	12	27.74	0.17242	35984.91487
811565	2195572	14	27.73	0.17242	35992.82229
811565	2195572	16	27.72	0.17242	36000.73319
811565	2195572	18	27.71	0.15687	40091.46941
811565	2195572	20	27.7	0.15687	40100.28502
811565	2195572	22	27.69	0.15687	40109.10452
811565	2195572	24	27.68	0.15687	40117.92789
811565	2195572	26	27.67	0.16301	38413.68015
811565	2195572	28	27.66	0.16301	38422.13428
811565	2195572	30	27.65	0.16301	38430.59213
811565	2195572	32	27.64	0.16301	38439.05371
811565	2195572	34	27.63	0.16301	38447.51901
811565	2195572	36	27.62	0.17828	34735.42647
811565	2195572	38	27.61	0.17828	34743.07951
811565	2195572	40	27.6	0.17828	34750.73592
811565	2195572	42	27.59	0.17828	34758.3957
811565	2195572	44	27.58	0.20017	30478.98515
811565	2195572	46	27.57	0.20017	30485.70631
811565	2195572	48	27.56	0.20017	30492.43044
811565	2195572	50	27.55	0.20017	30499.15754
811565	2195572	52	27.54	0.22616	26554.44904
811565	2195572	54	27.53	0.22616	26560.30994
811565	2195572	56	27.52	0.22616	26566.17343
811565	2195572	58	27.51	0.22616	26572.03951
811565	2195572	60	27.5	0.22616	26577.90819
811565	2195572	62	27.49	0.25461	23234.84808
811565	2195572	64	27.48	0.25461	23239.98197
811565	2195572	66	27.47	0.25461	23245.11813
811565	2195572	68	27.46	0.25461	23250.25656
811565	2195572	70	27.45	0.29322	19808.15687
811565	2195572	72	27.44	0.29322	19812.53749
811565	2195572	74	27.43	0.29322	19816.92004
811565	2195572	76	27.42	0.29322	19821.30453
811565	2195572	78	27.41	0.35165	16126.86262
811565	2195572	80	27.4	0.35165	16130.43226
811565	2195572	82	27.39	0.35165	16134.00349
811565	2195572	84	27.38	0.35165	16137.57629
811565	2195572	86	27.37	0.35165	16141.15068
811565	2195572	88	27.36	0.44083	12487.76308
811565	2195572	90	27.35	0.44083	12490.53028
811563	2195570	0	27.8	0.18785	32602.34852
811563	2195570	2	27.79	0.18785	32609.50322
811563	2195570	4	27.78	0.18785	32616.66105
811563	2195570	6	27.77	0.18785	32623.82203
811563	2195570	8	27.76	0.18785	32630.98615
811563	2195570	10	27.75	0.17242	35977.01092
811563	2195570	12	27.74	0.17242	35984.91487
811563	2195570	14	27.73	0.17242	35992.82229
811563	2195570	16	27.72	0.17242	36000.73319
811563	2195570	18	27.71	0.15687	40091.46941
811563	2195570	20	27.7	0.15687	40100.28502
811563	2195570	22	27.69	0.15687	40109.10452
811563	2195570	24	27.68	0.15687	40117.92789
811563	2195570	26	27.67	0.16301	38413.68015
811563	2195570	28	27.66	0.16301	38422.13428
811563	2195570	30	27.65	0.16301	38430.59213
811563	2195570	32	27.64	0.16301	38439.05371
811563	2195570	34	27.63	0.16301	38447.51901
811563	2195570	36	27.62	0.17828	34735.42647
811563	2195570	38	27.61	0.17828	34743.07951
811563	2195570	40	27.6	0.17828	34750.73592
811563	2195570	42	27.59	0.17828	34758.3957
811563	2195570	44	27.58	0.20017	30478.98515
811563	2195570	46	27.57	0.20017	30485.70631
811563	2195570	48	27.56	0.20017	30492.43044
811563	2195570	50	27.55	0.20017	30499.15754
811563	2195570	52	27.54	0.22616	26554.44904
811563	2195570	54	27.53	0.22616	26560.30994
811563	2195570	56	27.52	0.22616	26566.17343
811563	2195570	58	27.51	0.22616	26572.03951
811563	2195570	60	27.5	0.22616	26577.90819
