E N D Resistivity
812697 2196639 96 0.77468
812697 2196639 98 0.88528
812697 2196639 100 0.88528
812695 2196638 0 10
812695 2196638 2 0.42989
812695 2196638 4 0.42989
812695 2196638 6 0.42989
812695 2196638 8 0.42989
812695 2196638 10 0.42989
812695 2196638 12 0.40858
812695 2196638 14 0.40858
812695 2196638 16 0.40858
812695 2196638 18 0.40858
812695 2196638 20 0.40858
812695 2196638 22 0.398
812695 2196638 24 0.398
812695 2196638 26 0.398
812695 2196638 28 0.398
812695 2196638 30 0.398
812695 2196638 32 0.398
812695 2196638 34 0.41715
812695 2196638 36 0.41715
812695 2196638 38 0.41715
812695 2196638 40 0.41715
812695 2196638 42 0.41715
812695 2196638 44 0.45995
812695 2196638 46 0.45995
812695 2196638 48 0.45995
812695 2196638 50 0.45995
812695 2196638 52 0.45995
812695 2196638 54 0.51991
812695 2196638 56 0.51991
812695 2196638 58 0.51991
812695 2196638 60 0.51991
812695 2196638 62 0.51991
812695 2196638 64 0.51991
812695 2196638 66 0.59248
812695 2196638 68 0.59248
812695 2196638 70 0.59248
812695 2196638 72 0.59248
812695 2196638 74 0.59248
812695 2196638 76 0.67463
812695 2196638 78 0.67463
812695 2196638 80 0.67463
812695 2196638 82 0.67463
812695 2196638 84 0.67463
812695 2196638 86 0.67463
812695 2196638 88 0.77468
812695 2196638 90 0.77468
812695 2196638 92 0.77468
812695 2196638 94 0.77468
812695 2196638 96 0.77468
812695 2196638 98 0.88528
812695 2196638 100 0.88528
812694 2196637 0 10
812694 2196637 2 0.42989
812694 2196637 4 0.42989
812694 2196637 6 0.42989
812694 2196637 8 0.42989
812694 2196637 10 0.42989
812694 2196637 12 0.40858
812694 2196637 14 0.40858
812694 2196637 16 0.40858
812694 2196637 18 0.40858
812694 2196637 20 0.40858
812694 2196637 22 0.398
812694 2196637 24 0.398
812694 2196637 26 0.398
812694 2196637 28 0.398
812694 2196637 30 0.398
812694 2196637 32 0.398
812694 2196637 34 0.41715
812694 2196637 36 0.41715
812694 2196637 38 0.41715
812694 2196637 40 0.41715
812694 2196637 42 0.41715
812694 2196637 44 0.45995
812694 2196637 46 0.45995
812694 2196637 48 0.45995
812694 2196637 50 0.45995
812694 2196637 52 0.45995
812694 2196637 54 0.51991
812694 2196637 56 0.51991
812694 2196637 58 0.51991
812694 2196637 60 0.51991
812694 2196637 62 0.51991
812694 2196637 64 0.51991
812694 2196637 66 0.59248
812694 2196637 68 0.59248
812694 2196637 70 0.59248
812694 2196637 72 0.59248
812694 2196637 74 0.59248
812694 2196637 76 0.67463
812694 2196637 78 0.67463
812694 2196637 80 0.67463
812694 2196637 82 0.67463
812694 2196637 84 0.67463
812694 2196637 86 0.67463
812694 2196637 88 0.77468
812694 2196637 90 0.77468
812694 2196637 92 0.77468
812694 2196637 94 0.77468
812694 2196637 96 0.77468
812694 2196637 98 0.88528
812694 2196637 100 0.88528
812692 2196635 0 10
812692 2196635 2 0.4155
812692 2196635 4 0.4155
812692 2196635 6 0.4155
812692 2196635 8 0.4155
812692 2196635 10 0.4155
812692 2196635 12 0.40047
812692 2196635 14 0.40047
812692 2196635 16 0.40047
812692 2196635 18 0.40047
812692 2196635 20 0.40047
812692 2196635 22 0.39456
812692 2196635 24 0.39456
812692 2196635 26 0.39456
812692 2196635 28 0.39456
812692 2196635 30 0.39456
812692 2196635 32 0.39456
812692 2196635 34 0.41535
812692 2196635 36 0.41535
812692 2196635 38 0.41535
812692 2196635 40 0.41535
812692 2196635 42 0.41535
812692 2196635 44 0.4578
812692 2196635 46 0.4578
812692 2196635 48 0.4578
812692 2196635 50 0.4578
812692 2196635 52 0.4578
812692 2196635 54 0.51586
812692 2196635 56 0.51586
812692 2196635 58 0.51586
812692 2196635 60 0.51586
812692 2196635 62 0.51586
812692 2196635 64 0.51586
812692 2196635 66 0.58538
812692 2196635 68 0.58538
812692 2196635 70 0.58538
812692 2196635 72 0.58538
812692 2196635 74 0.58538
812692 2196635 76 0.66462
812692 2196635 78 0.66462
812692 2196635 80 0.66462
812692 2196635 82 0.66462
812692 2196635 84 0.66462
812692 2196635 86 0.66462
812692 2196635 88 0.76874
812692 2196635 90 0.76874
812692 2196635 92 0.76874
812692 2196635 94 0.76874
812692 2196635 96 0.76874
812692 2196635 98 0.88528
812692 2196635 100 0.88528
812691 2196634 0 10
812691 2196634 2 0.4155
812691 2196634 4 0.4155
812691 2196634 6 0.4155
812691 2196634 8 0.4155
812691 2196634 10 0.4155
812691 2196634 12 0.40047
812691 2196634 14 0.40047
812691 2196634 16 0.40047
812691 2196634 18 0.40047
812691 2196634 20 0.40047
812691 2196634 22 0.39456
812691 2196634 24 0.39456
812691 2196634 26 0.39456
812691 2196634 28 0.39456
812691 2196634 30 0.39456
812691 2196634 32 0.39456
812691 2196634 34 0.41535
812691 2196634 36 0.41535
812691 2196634 38 0.41535
812691 2196634 40 0.41535
812691 2196634 42 0.41535
812691 2196634 44 0.4578
812691 2196634 46 0.4578
812691 2196634 48 0.4578
812691 2196634 50 0.4578
812691 2196634 52 0.4578
812691 2196634 54 0.51586
812691 2196634 56 0.51586
812691 2196634 58 0.51586
812691 2196634 60 0.51586
812691 2196634 62 0.51586
812691 2196634 64 0.51586
812691 2196634 66 0.58538
812691 2196634 68 0.58538
812691 2196634 70 0.58538
812691 2196634 72 0.58538
812691 2196634 74 0.58538
812691 2196634 76 0.66462
812691 2196634 78 0.66462
812691 2196634 80 0.66462
812691 2196634 82 0.66462
812691 2196634 84 0.66462
812691 2196634 86 0.66462
812691 2196634 88 0.76874
812691 2196634 90 0.76874
812691 2196634 92 0.76874
812691 2196634 94 0.76874
812691 2196634 96 0.76874
812691 2196634 98 0.88528
812691 2196634 100 0.88528
812689 2196633 0 10
812689 2196633 2 0.4155
812689 2196633 4 0.4155
812689 2196633 6 0.4155
812689 2196633 8 0.4155
812689 2196633 10 0.4155
812689 2196633 12 0.40047
812689 2196633 14 0.40047
812689 2196633 16 0.40047
812689 2196633 18 0.40047
812689 2196633 20 0.40047
812689 2196633 22 0.39456
812689 2196633 24 0.39456
812689 2196633 26 0.39456
812689 2196633 28 0.39456
812689 2196633 30 0.39456
812689 2196633 32 0.39456
812689 2196633 34 0.41535
812689 2196633 36 0.41535
812689 2196633 38 0.41535
812689 2196633 40 0.41535
812689 2196633 42 0.41535
812689 2196633 44 0.4578
812689 2196633 46 0.4578
812689 2196633 48 0.4578
812689 2196633 50 0.4578
812689 2196633 52 0.4578
812689 2196633 54 0.51586
812689 2196633 56 0.51586
812689 2196633 58 0.51586
812689 2196633 60 0.51586
812689 2196633 62 0.51586
812689 2196633 64 0.51586
812689 2196633 66 0.58538
812689 2196633 68 0.58538
812689 2196633 70 0.58538
812689 2196633 72 0.58538
812689 2196633 74 0.58538
812689 2196633 76 0.66462
812689 2196633 78 0.66462
812689 2196633 80 0.66462
812689 2196633 82 0.66462
812689 2196633 84 0.66462
812689 2196633 86 0.66462
812689 2196633 88 0.76874
812689 2196633 90 0.76874
812689 2196633 92 0.76874
812689 2196633 94 0.76874
812689 2196633 96 0.76874
812689 2196633 98 0.88528
812689 2196633 100 0.88528
812688 2196631 0 10
812688 2196631 2 0.4155
812688 2196631 4 0.4155
812688 2196631 6 0.4155
812688 2196631 8 0.4155
812688 2196631 10 0.4155
812688 2196631 12 0.40047
812688 2196631 14 0.40047
812688 2196631 16 0.40047
812688 2196631 18 0.40047
812688 2196631 20 0.40047
812688 2196631 22 0.39456
812688 2196631 24 0.39456
812688 2196631 26 0.39456
812688 2196631 28 0.39456
812688 2196631 30 0.39456
812688 2196631 32 0.39456
812688 2196631 34 0.41535
812688 2196631 36 0.41535
812688 2196631 38 0.41535
812688 2196631 40 0.41535
812688 2196631 42 0.41535
812688 2196631 44 0.4578
812688 2196631 46 0.4578
812688 2196631 48 0.4578
812688 2196631 50 0.4578
812688 2196631 52 0.4578
812688 2196631 54 0.51586
812688 2196631 56 0.51586
812688 2196631 58 0.51586
812688 2196631 60 0.51586
812688 2196631 62 0.51586
812688 2196631 64 0.51586
812688 2196631 66 0.58538
812688 2196631 68 0.58538
812688 2196631 70 0.58538
812688 2196631 72 0.58538
812688 2196631 74 0.58538
812688 2196631 76 0.66462
812688 2196631 78 0.66462
812688 2196631 80 0.66462
812688 2196631 82 0.66462
812688 2196631 84 0.66462
812688 2196631 86 0.66462
812688 2196631 88 0.76874
812688 2196631 90 0.76874
812688 2196631 92 0.76874
812688 2196631 94 0.76874
812688 2196631 96 0.76874
812688 2196631 98 0.88528
812688 2196631 100 0.88528
812686 2196630 0 10
812686 2196630 2 0.4155
812686 2196630 4 0.4155
812686 2196630 6 0.4155
812686 2196630 8 0.4155
812686 2196630 10 0.4155
812686 2196630 12 0.40047
812686 2196630 14 0.40047
812686 2196630 16 0.40047
812686 2196630 18 0.40047
812686 2196630 20 0.40047
812686 2196630 22 0.39456
812686 2196630 24 0.39456
812686 2196630 26 0.39456
812686 2196630 28 0.39456
812686 2196630 30 0.39456
812686 2196630 32 0.39456
812686 2196630 34 0.41535
812686 2196630 36 0.41535
812686 2196630 38 0.41535
812686 2196630 40 0.41535
812686 2196630 42 0.41535
812686 2196630 44 0.4578
812686 2196630 46 0.4578
812686 2196630 48 0.4578
812686 2196630 50 0.4578
812686 2196630 52 0.4578
812686 2196630 54 0.51586
812686 2196630 56 0.51586
812686 2196630 58 0.51586
812686 2196630 60 0.51586
812686 2196630 62 0.51586
812686 2196630 64 0.51586
812686 2196630 66 0.58538
812686 2196630 68 0.58538
812686 2196630 70 0.58538
812686 2196630 72 0.58538
812686 2196630 74 0.58538
812686 2196630 76 0.66462
812686 2196630 78 0.66462
812686 2196630 80 0.66462
812686 2196630 82 0.66462
812686 2196630 84 0.66462
812686 2196630 86 0.66462
812686 2196630 88 0.76874
812686 2196630 90 0.76874
812686 2196630 92 0.76874
812686 2196630 94 0.76874
812686 2196630 96 0.76874
812686 2196630 98 0.88528
812686 2196630 100 0.88528
812685 2196628 0 10
812685 2196628 2 0.3878
812685 2196628 4 0.3878
812685 2196628 6 0.3878
812685 2196628 8 0.3878
812685 2196628 10 0.3878
812685 2196628 12 0.37647
812685 2196628 14 0.37647
812685 2196628 16 0.37647
812685 2196628 18 0.37647
812685 2196628 20 0.37647
812685 2196628 22 0.38053
812685 2196628 24 0.38053
812685 2196628 26 0.38053
812685 2196628 28 0.38053
812685 2196628 30 0.38053
812685 2196628 32 0.38053
812685 2196628 34 0.40958
812685 2196628 36 0.40958
812685 2196628 38 0.40958
812685 2196628 40 0.40958
812685 2196628 42 0.40958
812685 2196628 44 0.45558
812685 2196628 46 0.45558
812685 2196628 48 0.45558
812685 2196628 50 0.45558
812685 2196628 52 0.45558
812685 2196628 54 0.51346
812685 2196628 56 0.51346
812685 2196628 58 0.51346
812685 2196628 60 0.51346
812685 2196628 62 0.51346
812685 2196628 64 0.51346
812685 2196628 66 0.58032
812685 2196628 68 0.58032
812685 2196628 70 0.58032
812685 2196628 72 0.58032
812685 2196628 74 0.58032
812685 2196628 76 0.65481
812685 2196628 78 0.65481
812685 2196628 80 0.65481
812685 2196628 82 0.65481
812685 2196628 84 0.65481
812685 2196628 86 0.7523
812685 2196628 88 0.7523
812685 2196628 90 0.7523
812685 2196628 92 0.7523
812685 2196628 94 0.7523
812685 2196628 96 0.7523
812685 2196628 98 0.88528
812685 2196628 100 0.88528
812684 2196627 0 10
812684 2196627 2 0.3878
812684 2196627 4 0.3878
812684 2196627 6 0.3878
812684 2196627 8 0.3878
812684 2196627 10 0.3878
812684 2196627 12 0.37647
812684 2196627 14 0.37647
812684 2196627 16 0.37647
812684 2196627 18 0.37647
812684 2196627 20 0.37647
812684 2196627 22 0.38053
812684 2196627 24 0.38053
812684 2196627 26 0.38053
812684 2196627 28 0.38053
812684 2196627 30 0.38053
812684 2196627 32 0.38053
812684 2196627 34 0.40958
812684 2196627 36 0.40958
812684 2196627 38 0.40958
812684 2196627 40 0.40958
812684 2196627 42 0.40958
812684 2196627 44 0.45558
812684 2196627 46 0.45558
812684 2196627 48 0.45558
812684 2196627 50 0.45558
812684 2196627 52 0.45558
812684 2196627 54 0.51346
812684 2196627 56 0.51346
812684 2196627 58 0.51346
812684 2196627 60 0.51346
812684 2196627 62 0.51346
812684 2196627 64 0.51346
812684 2196627 66 0.58032
812684 2196627 68 0.58032
812684 2196627 70 0.58032
812684 2196627 72 0.58032
812684 2196627 74 0.58032
812684 2196627 76 0.65481
812684 2196627 78 0.65481
812684 2196627 80 0.65481
812684 2196627 82 0.65481
812684 2196627 84 0.65481
812684 2196627 86 0.7523
812684 2196627 88 0.7523
812684 2196627 90 0.7523
812684 2196627 92 0.7523
812684 2196627 94 0.7523
812684 2196627 96 0.7523
812684 2196627 98 0.88528
812684 2196627 100 0.88528
812682 2196626 0 10
812682 2196626 2 0.3878
812682 2196626 4 0.3878
812682 2196626 6 0.3878
812682 2196626 8 0.3878
812682 2196626 10 0.3878
812682 2196626 12 0.37647
812682 2196626 14 0.37647
812682 2196626 16 0.37647
812682 2196626 18 0.37647
812682 2196626 20 0.37647
812682 2196626 22 0.38053
812682 2196626 24 0.38053
812682 2196626 26 0.38053
812682 2196626 28 0.38053
812682 2196626 30 0.38053
812682 2196626 32 0.38053
812682 2196626 34 0.40958
812682 2196626 36 0.40958
812682 2196626 38 0.40958
812682 2196626 40 0.40958
812682 2196626 42 0.40958
812682 2196626 44 0.45558
812682 2196626 46 0.45558
812682 2196626 48 0.45558
812682 2196626 50 0.45558
812682 2196626 52 0.45558
812682 2196626 54 0.51346
812682 2196626 56 0.51346
812682 2196626 58 0.51346
812682 2196626 60 0.51346
812682 2196626 62 0.51346
812682 2196626 64 0.51346
812682 2196626 66 0.58032
812682 2196626 68 0.58032
812682 2196626 70 0.58032
812682 2196626 72 0.58032
812682 2196626 74 0.58032
812682 2196626 76 0.65481
812682 2196626 78 0.65481
812682 2196626 80 0.65481
812682 2196626 82 0.65481
812682 2196626 84 0.65481
812682 2196626 86 0.7523
812682 2196626 88 0.7523
812682 2196626 90 0.7523
812682 2196626 92 0.7523
812682 2196626 94 0.7523
812682 2196626 96 0.7523
812682 2196626 98 0.88528
812682 2196626 100 0.88528
812681 2196624 0 10
812681 2196624 2 0.3878
812681 2196624 4 0.3878
812681 2196624 6 0.3878
812681 2196624 8 0.3878
812681 2196624 10 0.3878
812681 2196624 12 0.37647
812681 2196624 14 0.37647
812681 2196624 16 0.37647
812681 2196624 18 0.37647
812681 2196624 20 0.37647
812681 2196624 22 0.38053
812681 2196624 24 0.38053
812681 2196624 26 0.38053
812681 2196624 28 0.38053
812681 2196624 30 0.38053
812681 2196624 32 0.38053
812681 2196624 34 0.40958
812681 2196624 36 0.40958
812681 2196624 38 0.40958
812681 2196624 40 0.40958
812681 2196624 42 0.40958
812681 2196624 44 0.45558
812681 2196624 46 0.45558
812681 2196624 48 0.45558
812681 2196624 50 0.45558
812681 2196624 52 0.45558
812681 2196624 54 0.51346
812681 2196624 56 0.51346
812681 2196624 58 0.51346
812681 2196624 60 0.51346
812681 2196624 62 0.51346
812681 2196624 64 0.51346
812681 2196624 66 0.58032
812681 2196624 68 0.58032
812681 2196624 70 0.58032
