E N D Resistivity
811575 2195581 96 0.44083
811575 2195581 98 0.57693
811575 2195581 100 0.57693
811573 2195580 0 1e+13
811573 2195580 2 0.466
811573 2195580 4 0.466
811573 2195580 6 0.466
811573 2195580 8 0.466
811573 2195580 10 0.18606
811573 2195580 12 0.18606
811573 2195580 14 0.18606
811573 2195580 16 0.18606
811573 2195580 18 0.16702
811573 2195580 20 0.16702
811573 2195580 22 0.16702
811573 2195580 24 0.16702
811573 2195580 26 0.17517
811573 2195580 28 0.17517
811573 2195580 30 0.17517
811573 2195580 32 0.17517
811573 2195580 34 0.17517
811573 2195580 36 0.19174
811573 2195580 38 0.19174
811573 2195580 40 0.19174
811573 2195580 42 0.19174
811573 2195580 44 0.21328
811573 2195580 46 0.21328
811573 2195580 48 0.21328
811573 2195580 50 0.21328
811573 2195580 52 0.2374
811573 2195580 54 0.2374
811573 2195580 56 0.2374
811573 2195580 58 0.2374
811573 2195580 60 0.2374
811573 2195580 62 0.26379
811573 2195580 64 0.26379
811573 2195580 66 0.26379
811573 2195580 68 0.26379
811573 2195580 70 0.29799
811573 2195580 72 0.29799
811573 2195580 74 0.29799
811573 2195580 76 0.29799
811573 2195580 78 0.35165
811573 2195580 80 0.35165
811573 2195580 82 0.35165
811573 2195580 84 0.35165
811573 2195580 86 0.35165
811573 2195580 88 0.44083
811573 2195580 90 0.44083
811573 2195580 92 0.44083
811573 2195580 94 0.44083
811573 2195580 96 0.44083
811573 2195580 98 0.57693
811573 2195580 100 0.57693
811572 2195579 0 0.466
811572 2195579 2 0.466
811572 2195579 4 0.466
811572 2195579 6 0.466
811572 2195579 8 0.466
811572 2195579 10 0.18606
811572 2195579 12 0.18606
811572 2195579 14 0.18606
811572 2195579 16 0.18606
811572 2195579 18 0.16702
811572 2195579 20 0.16702
811572 2195579 22 0.16702
811572 2195579 24 0.16702
811572 2195579 26 0.17517
811572 2195579 28 0.17517
811572 2195579 30 0.17517
811572 2195579 32 0.17517
811572 2195579 34 0.17517
811572 2195579 36 0.19174
811572 2195579 38 0.19174
811572 2195579 40 0.19174
811572 2195579 42 0.19174
811572 2195579 44 0.21328
811572 2195579 46 0.21328
811572 2195579 48 0.21328
811572 2195579 50 0.21328
811572 2195579 52 0.2374
811572 2195579 54 0.2374
811572 2195579 56 0.2374
811572 2195579 58 0.2374
811572 2195579 60 0.2374
811572 2195579 62 0.26379
811572 2195579 64 0.26379
811572 2195579 66 0.26379
811572 2195579 68 0.26379
811572 2195579 70 0.29799
811572 2195579 72 0.29799
811572 2195579 74 0.29799
811572 2195579 76 0.29799
811572 2195579 78 0.35165
811572 2195579 80 0.35165
811572 2195579 82 0.35165
811572 2195579 84 0.35165
811572 2195579 86 0.35165
811572 2195579 88 0.44083
811572 2195579 90 0.44083
811572 2195579 92 0.44083
811572 2195579 94 0.44083
811572 2195579 96 0.44083
811572 2195579 98 0.57693
811572 2195579 100 0.57693
811570 2195577 0 0.466
811570 2195577 2 0.466
811570 2195577 4 0.466
811570 2195577 6 0.466
811570 2195577 8 0.466
811570 2195577 10 0.18606
811570 2195577 12 0.18606
811570 2195577 14 0.18606
811570 2195577 16 0.18606
811570 2195577 18 0.16702
811570 2195577 20 0.16702
811570 2195577 22 0.16702
811570 2195577 24 0.16702
811570 2195577 26 0.17517
811570 2195577 28 0.17517
811570 2195577 30 0.17517
811570 2195577 32 0.17517
811570 2195577 34 0.17517
811570 2195577 36 0.19174
811570 2195577 38 0.19174
811570 2195577 40 0.19174
811570 2195577 42 0.19174
811570 2195577 44 0.21328
811570 2195577 46 0.21328
811570 2195577 48 0.21328
811570 2195577 50 0.21328
811570 2195577 52 0.2374
811570 2195577 54 0.2374
811570 2195577 56 0.2374
811570 2195577 58 0.2374
811570 2195577 60 0.2374
811570 2195577 62 0.26379
811570 2195577 64 0.26379
811570 2195577 66 0.26379
811570 2195577 68 0.26379
811570 2195577 70 0.29799
811570 2195577 72 0.29799
811570 2195577 74 0.29799
811570 2195577 76 0.29799
811570 2195577 78 0.35165
811570 2195577 80 0.35165
811570 2195577 82 0.35165
811570 2195577 84 0.35165
811570 2195577 86 0.35165
811570 2195577 88 0.44083
811570 2195577 90 0.44083
811570 2195577 92 0.44083
811570 2195577 94 0.44083
811570 2195577 96 0.44083
811570 2195577 98 0.57693
811570 2195577 100 0.57693
811569 2195576 0 0.466
811569 2195576 2 0.466
811569 2195576 4 0.466
811569 2195576 6 0.466
811569 2195576 8 0.466
811569 2195576 10 0.18606
811569 2195576 12 0.18606
811569 2195576 14 0.18606
811569 2195576 16 0.18606
811569 2195576 18 0.16702
811569 2195576 20 0.16702
811569 2195576 22 0.16702
811569 2195576 24 0.16702
811569 2195576 26 0.17517
811569 2195576 28 0.17517
811569 2195576 30 0.17517
811569 2195576 32 0.17517
811569 2195576 34 0.17517
811569 2195576 36 0.19174
811569 2195576 38 0.19174
811569 2195576 40 0.19174
811569 2195576 42 0.19174
811569 2195576 44 0.21328
811569 2195576 46 0.21328
811569 2195576 48 0.21328
811569 2195576 50 0.21328
811569 2195576 52 0.2374
811569 2195576 54 0.2374
811569 2195576 56 0.2374
811569 2195576 58 0.2374
811569 2195576 60 0.2374
811569 2195576 62 0.26379
811569 2195576 64 0.26379
811569 2195576 66 0.26379
811569 2195576 68 0.26379
811569 2195576 70 0.29799
811569 2195576 72 0.29799
811569 2195576 74 0.29799
811569 2195576 76 0.29799
811569 2195576 78 0.35165
811569 2195576 80 0.35165
811569 2195576 82 0.35165
811569 2195576 84 0.35165
811569 2195576 86 0.35165
811569 2195576 88 0.44083
811569 2195576 90 0.44083
811569 2195576 92 0.44083
811569 2195576 94 0.44083
811569 2195576 96 0.44083
811569 2195576 98 0.57693
811569 2195576 100 0.57693
811568 2195575 0 0.466
811568 2195575 2 0.466
811568 2195575 4 0.466
811568 2195575 6 0.466
811568 2195575 8 0.466
811568 2195575 10 0.18606
811568 2195575 12 0.18606
811568 2195575 14 0.18606
811568 2195575 16 0.18606
811568 2195575 18 0.16702
811568 2195575 20 0.16702
811568 2195575 22 0.16702
811568 2195575 24 0.16702
811568 2195575 26 0.17517
811568 2195575 28 0.17517
811568 2195575 30 0.17517
811568 2195575 32 0.17517
811568 2195575 34 0.17517
811568 2195575 36 0.19174
811568 2195575 38 0.19174
811568 2195575 40 0.19174
811568 2195575 42 0.19174
811568 2195575 44 0.21328
811568 2195575 46 0.21328
811568 2195575 48 0.21328
811568 2195575 50 0.21328
811568 2195575 52 0.2374
811568 2195575 54 0.2374
811568 2195575 56 0.2374
811568 2195575 58 0.2374
811568 2195575 60 0.2374
811568 2195575 62 0.26379
811568 2195575 64 0.26379
811568 2195575 66 0.26379
811568 2195575 68 0.26379
811568 2195575 70 0.29799
811568 2195575 72 0.29799
811568 2195575 74 0.29799
811568 2195575 76 0.29799
811568 2195575 78 0.35165
811568 2195575 80 0.35165
811568 2195575 82 0.35165
811568 2195575 84 0.35165
811568 2195575 86 0.35165
811568 2195575 88 0.44083
811568 2195575 90 0.44083
811568 2195575 92 0.44083
811568 2195575 94 0.44083
811568 2195575 96 0.44083
811568 2195575 98 0.57693
811568 2195575 100 0.57693
811566 2195573 0 1e+13
811566 2195573 2 0.18785
811566 2195573 4 0.18785
811566 2195573 6 0.18785
811566 2195573 8 0.18785
811566 2195573 10 0.17242
811566 2195573 12 0.17242
811566 2195573 14 0.17242
811566 2195573 16 0.17242
811566 2195573 18 0.15687
811566 2195573 20 0.15687
811566 2195573 22 0.15687
811566 2195573 24 0.15687
811566 2195573 26 0.16301
811566 2195573 28 0.16301
811566 2195573 30 0.16301
811566 2195573 32 0.16301
811566 2195573 34 0.16301
811566 2195573 36 0.17828
811566 2195573 38 0.17828
811566 2195573 40 0.17828
811566 2195573 42 0.17828
811566 2195573 44 0.20017
811566 2195573 46 0.20017
811566 2195573 48 0.20017
811566 2195573 50 0.20017
811566 2195573 52 0.22616
811566 2195573 54 0.22616
811566 2195573 56 0.22616
811566 2195573 58 0.22616
811566 2195573 60 0.22616
811566 2195573 62 0.25461
811566 2195573 64 0.25461
811566 2195573 66 0.25461
811566 2195573 68 0.25461
811566 2195573 70 0.29322
811566 2195573 72 0.29322
811566 2195573 74 0.29322
811566 2195573 76 0.29322
811566 2195573 78 0.35165
811566 2195573 80 0.35165
811566 2195573 82 0.35165
811566 2195573 84 0.35165
811566 2195573 86 0.35165
811566 2195573 88 0.44083
811566 2195573 90 0.44083
811566 2195573 92 0.44083
811566 2195573 94 0.44083
811566 2195573 96 0.44083
811566 2195573 98 0.57693
811566 2195573 100 0.57693
811565 2195572 0 1e+13
811565 2195572 2 0.18785
811565 2195572 4 0.18785
811565 2195572 6 0.18785
811565 2195572 8 0.18785
811565 2195572 10 0.17242
811565 2195572 12 0.17242
811565 2195572 14 0.17242
811565 2195572 16 0.17242
811565 2195572 18 0.15687
811565 2195572 20 0.15687
811565 2195572 22 0.15687
811565 2195572 24 0.15687
811565 2195572 26 0.16301
811565 2195572 28 0.16301
811565 2195572 30 0.16301
811565 2195572 32 0.16301
811565 2195572 34 0.16301
811565 2195572 36 0.17828
811565 2195572 38 0.17828
811565 2195572 40 0.17828
811565 2195572 42 0.17828
811565 2195572 44 0.20017
811565 2195572 46 0.20017
811565 2195572 48 0.20017
811565 2195572 50 0.20017
811565 2195572 52 0.22616
811565 2195572 54 0.22616
811565 2195572 56 0.22616
811565 2195572 58 0.22616
811565 2195572 60 0.22616
811565 2195572 62 0.25461
811565 2195572 64 0.25461
811565 2195572 66 0.25461
811565 2195572 68 0.25461
811565 2195572 70 0.29322
811565 2195572 72 0.29322
811565 2195572 74 0.29322
811565 2195572 76 0.29322
811565 2195572 78 0.35165
811565 2195572 80 0.35165
811565 2195572 82 0.35165
811565 2195572 84 0.35165
811565 2195572 86 0.35165
811565 2195572 88 0.44083
811565 2195572 90 0.44083
811565 2195572 92 0.44083
811565 2195572 94 0.44083
811565 2195572 96 0.44083
811565 2195572 98 0.57693
811565 2195572 100 0.57693
811563 2195570 0 1e+13
811563 2195570 2 0.18785
811563 2195570 4 0.18785
811563 2195570 6 0.18785
811563 2195570 8 0.18785
811563 2195570 10 0.17242
811563 2195570 12 0.17242
811563 2195570 14 0.17242
811563 2195570 16 0.17242
811563 2195570 18 0.15687
811563 2195570 20 0.15687
811563 2195570 22 0.15687
811563 2195570 24 0.15687
811563 2195570 26 0.16301
811563 2195570 28 0.16301
811563 2195570 30 0.16301
811563 2195570 32 0.16301
811563 2195570 34 0.16301
811563 2195570 36 0.17828
811563 2195570 38 0.17828
811563 2195570 40 0.17828
811563 2195570 42 0.17828
811563 2195570 44 0.20017
811563 2195570 46 0.20017
811563 2195570 48 0.20017
811563 2195570 50 0.20017
811563 2195570 52 0.22616
811563 2195570 54 0.22616
811563 2195570 56 0.22616
811563 2195570 58 0.22616
811563 2195570 60 0.22616
811563 2195570 62 0.25461
811563 2195570 64 0.25461
811563 2195570 66 0.25461
811563 2195570 68 0.25461
811563 2195570 70 0.29322
811563 2195570 72 0.29322
811563 2195570 74 0.29322
811563 2195570 76 0.29322
811563 2195570 78 0.35165
811563 2195570 80 0.35165
811563 2195570 82 0.35165
811563 2195570 84 0.35165
811563 2195570 86 0.35165
811563 2195570 88 0.44083
811563 2195570 90 0.44083
811563 2195570 92 0.44083
811563 2195570 94 0.44083
811563 2195570 96 0.44083
811563 2195570 98 0.57693
811563 2195570 100 0.57693
811562 2195569 0 1e+13
811562 2195569 2 0.18785
811562 2195569 4 0.18785
811562 2195569 6 0.18785
811562 2195569 8 0.18785
811562 2195569 10 0.17242
811562 2195569 12 0.17242
811562 2195569 14 0.17242
811562 2195569 16 0.17242
811562 2195569 18 0.15687
811562 2195569 20 0.15687
811562 2195569 22 0.15687
811562 2195569 24 0.15687
811562 2195569 26 0.16301
811562 2195569 28 0.16301
811562 2195569 30 0.16301
811562 2195569 32 0.16301
811562 2195569 34 0.16301
811562 2195569 36 0.17828
811562 2195569 38 0.17828
811562 2195569 40 0.17828
811562 2195569 42 0.17828
811562 2195569 44 0.20017
811562 2195569 46 0.20017
811562 2195569 48 0.20017
811562 2195569 50 0.20017
811562 2195569 52 0.22616
811562 2195569 54 0.22616
811562 2195569 56 0.22616
811562 2195569 58 0.22616
811562 2195569 60 0.22616
811562 2195569 62 0.25461
811562 2195569 64 0.25461
811562 2195569 66 0.25461
811562 2195569 68 0.25461
811562 2195569 70 0.29322
811562 2195569 72 0.29322
811562 2195569 74 0.29322
811562 2195569 76 0.29322
811562 2195569 78 0.35165
811562 2195569 80 0.35165
811562 2195569 82 0.35165
811562 2195569 84 0.35165
811562 2195569 86 0.35165
811562 2195569 88 0.44083
811562 2195569 90 0.44083
811562 2195569 92 0.44083
811562 2195569 94 0.44083
811562 2195569 96 0.44083
811562 2195569 98 0.57693
811562 2195569 100 0.57693
811560 2195568 0 1e+13
811560 2195568 2 0.18785
811560 2195568 4 0.18785
811560 2195568 6 0.18785
811560 2195568 8 0.18785
811560 2195568 10 0.17242
811560 2195568 12 0.17242
811560 2195568 14 0.17242
811560 2195568 16 0.17242
811560 2195568 18 0.15687
811560 2195568 20 0.15687
811560 2195568 22 0.15687
811560 2195568 24 0.15687
811560 2195568 26 0.16301
811560 2195568 28 0.16301
811560 2195568 30 0.16301
811560 2195568 32 0.16301
811560 2195568 34 0.16301
811560 2195568 36 0.17828
811560 2195568 38 0.17828
811560 2195568 40 0.17828
811560 2195568 42 0.17828
811560 2195568 44 0.20017
811560 2195568 46 0.20017
811560 2195568 48 0.20017
811560 2195568 50 0.20017
811560 2195568 52 0.22616
811560 2195568 54 0.22616
811560 2195568 56 0.22616
811560 2195568 58 0.22616
811560 2195568 60 0.22616
811560 2195568 62 0.25461
811560 2195568 64 0.25461
811560 2195568 66 0.25461
811560 2195568 68 0.25461
811560 2195568 70 0.29322
811560 2195568 72 0.29322
811560 2195568 74 0.29322
811560 2195568 76 0.29322
811560 2195568 78 0.35165
811560 2195568 80 0.35165
811560 2195568 82 0.35165
811560 2195568 84 0.35165
811560 2195568 86 0.35165
811560 2195568 88 0.44083
811560 2195568 90 0.44083
811560 2195568 92 0.44083
811560 2195568 94 0.44083
811560 2195568 96 0.44083
811560 2195568 98 0.57693
811560 2195568 100 0.57693
811559 2195566 0 1e+13
811559 2195566 2 0.16415
811559 2195566 4 0.16415
811559 2195566 6 0.16415
811559 2195566 8 0.16415
811559 2195566 10 0.17283
811559 2195566 12 0.17283
811559 2195566 14 0.17283
811559 2195566 16 0.17283
811559 2195566 18 0.17092
811559 2195566 20 0.17092
811559 2195566 22 0.17092
811559 2195566 24 0.17092
811559 2195566 26 0.17378
811559 2195566 28 0.17378
811559 2195566 30 0.17378
811559 2195566 32 0.17378
811559 2195566 34 0.17378
811559 2195566 36 0.18606
811559 2195566 38 0.18606
811559 2195566 40 0.18606
811559 2195566 42 0.18606
811559 2195566 44 0.20554
811559 2195566 46 0.20554
811559 2195566 48 0.20554
811559 2195566 50 0.20554
811559 2195566 52 0.2303
811559 2195566 54 0.2303
811559 2195566 56 0.2303
811559 2195566 58 0.2303
811559 2195566 60 0.2303
811559 2195566 62 0.25802
811559 2195566 64 0.25802
811559 2195566 66 0.25802
811559 2195566 68 0.25802
811559 2195566 70 0.29392
811559 2195566 72 0.29392
811559 2195566 74 0.29392
811559 2195566 76 0.29392
811559 2195566 78 0.35165
811559 2195566 80 0.35165
811559 2195566 82 0.35165
811559 2195566 84 0.35165
811559 2195566 86 0.35165
811559 2195566 88 0.44083
811559 2195566 90 0.44083
811559 2195566 92 0.44083
811559 2195566 94 0.44083
811559 2195566 96 0.44083
811559 2195566 98 0.44083
811559 2195566 100 0.57693
811557 2195565 0 0.16415
811557 2195565 2 0.16415
811557 2195565 4 0.16415
811557 2195565 6 0.16415
811557 2195565 8 0.16415
811557 2195565 10 0.17283
811557 2195565 12 0.17283
811557 2195565 14 0.17283
811557 2195565 16 0.17283
811557 2195565 18 0.17092
811557 2195565 20 0.17092
811557 2195565 22 0.17092
811557 2195565 24 0.17092
811557 2195565 26 0.17378
811557 2195565 28 0.17378
811557 2195565 30 0.17378
811557 2195565 32 0.17378
811557 2195565 34 0.17378
811557 2195565 36 0.18606
811557 2195565 38 0.18606
811557 2195565 40 0.18606
811557 2195565 42 0.18606
811557 2195565 44 0.20554
811557 2195565 46 0.20554
811557 2195565 48 0.20554
811557 2195565 50 0.20554
811557 2195565 52 0.2303
811557 2195565 54 0.2303
811557 2195565 56 0.2303
811557 2195565 58 0.2303
811557 2195565 60 0.2303
811557 2195565 62 0.25802
811557 2195565 64 0.25802
811557 2195565 66 0.25802
811557 2195565 68 0.25802
811557 2195565 70 0.29392
811557 2195565 72 0.29392
811557 2195565 74 0.29392
811557 2195565 76 0.29392
811557 2195565 78 0.35165
811557 2195565 80 0.35165
811557 2195565 82 0.35165
811557 2195565 84 0.35165
811557 2195565 86 0.35165
811557 2195565 88 0.44083
811557 2195565 90 0.44083
811557 2195565 92 0.44083
811557 2195565 94 0.44083
811557 2195565 96 0.44083
811557 2195565 98 0.44083
811557 2195565 100 0.57693
811556 2195564 0 0.16415
811556 2195564 2 0.16415
811556 2195564 4 0.16415
811556 2195564 6 0.16415
811556 2195564 8 0.16415
811556 2195564 10 0.17283
811556 2195564 12 0.17283
811556 2195564 14 0.17283
811556 2195564 16 0.17283
811556 2195564 18 0.17092
811556 2195564 20 0.17092
811556 2195564 22 0.17092
811556 2195564 24 0.17092
811556 2195564 26 0.17378
811556 2195564 28 0.17378
811556 2195564 30 0.17378
811556 2195564 32 0.17378
811556 2195564 34 0.17378
811556 2195564 36 0.18606
811556 2195564 38 0.18606
811556 2195564 40 0.18606
811556 2195564 42 0.18606
811556 2195564 44 0.20554
811556 2195564 46 0.20554
811556 2195564 48 0.20554
811556 2195564 50 0.20554
811556 2195564 52 0.2303
811556 2195564 54 0.2303
811556 2195564 56 0.2303
811556 2195564 58 0.2303
811556 2195564 60 0.2303
811556 2195564 62 0.25802
811556 2195564 64 0.25802
811556 2195564 66 0.25802
811556 2195564 68 0.25802
811556 2195564 70 0.29392
811556 2195564 72 0.29392
811556 2195564 74 0.29392
811556 2195564 76 0.29392
811556 2195564 78 0.35165
811556 2195564 80 0.35165
811556 2195564 82 0.35165
811556 2195564 84 0.35165
811556 2195564 86 0.35165
811556 2195564 88 0.44083
811556 2195564 90 0.44083
811556 2195564 92 0.44083
811556 2195564 94 0.44083
811556 2195564 96 0.44083
811556 2195564 98 0.44083
811556 2195564 100 0.57693
811554 2195562 0 0.16415
811554 2195562 2 0.16415
811554 2195562 4 0.16415
811554 2195562 6 0.16415
811554 2195562 8 0.16415
811554 2195562 10 0.17283
811554 2195562 12 0.17283
811554 2195562 14 0.17283
811554 2195562 16 0.17283
811554 2195562 18 0.17092
811554 2195562 20 0.17092
811554 2195562 22 0.17092
811554 2195562 24 0.17092
811554 2195562 26 0.17378
811554 2195562 28 0.17378
811554 2195562 30 0.17378
811554 2195562 32 0.17378
811554 2195562 34 0.17378
811554 2195562 36 0.18606
811554 2195562 38 0.18606
811554 2195562 40 0.18606
811554 2195562 42 0.18606
811554 2195562 44 0.20554
811554 2195562 46 0.20554
811554 2195562 48 0.20554
811554 2195562 50 0.20554
811554 2195562 52 0.2303
811554 2195562 54 0.2303
811554 2195562 56 0.2303
811554 2195562 58 0.2303
811554 2195562 60 0.2303
811554 2195562 62 0.25802
811554 2195562 64 0.25802
811554 2195562 66 0.25802
811554 2195562 68 0.25802
811554 2195562 70 0.29392
811554 2195562 72 0.29392
811554 2195562 74 0.29392
811554 2195562 76 0.29392
811554 2195562 78 0.35165
811554 2195562 80 0.35165
811554 2195562 82 0.35165
811554 2195562 84 0.35165
811554 2195562 86 0.35165
811554 2195562 88 0.44083
811554 2195562 90 0.44083
811554 2195562 92 0.44083
811554 2195562 94 0.44083
811554 2195562 96 0.44083
811554 2195562 98 0.44083
811554 2195562 100 0.57693
811553 2195561 0 0.16415
811553 2195561 2 0.16415
811553 2195561 4 0.16415
811553 2195561 6 0.16415
811553 2195561 8 0.16415
811553 2195561 10 0.17283
811553 2195561 12 0.17283
811553 2195561 14 0.17283
811553 2195561 16 0.17283
811553 2195561 18 0.17092
811553 2195561 20 0.17092
811553 2195561 22 0.17092
811553 2195561 24 0.17092
811553 2195561 26 0.17378
811553 2195561 28 0.17378
811553 2195561 30 0.17378
811553 2195561 32 0.17378
811553 2195561 34 0.17378
811553 2195561 36 0.18606
811553 2195561 38 0.18606
811553 2195561 40 0.18606
811553 2195561 42 0.18606
811553 2195561 44 0.20554
811553 2195561 46 0.20554
811553 2195561 48 0.20554
811553 2195561 50 0.20554
811553 2195561 52 0.2303
811553 2195561 54 0.2303
811553 2195561 56 0.2303
811553 2195561 58 0.2303
811553 2195561 60 0.2303
